Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,** LY96-TLR4 complex (also known as MD-2–TLR4 complex),** Human (Homo sapiens),,**,**,,**; **
few-shot,LY96-TLR4 complex,Human,Mouse,"Mediates innate immune recognition of lipopolysaccharides (LPS) from gram-negative bacteria, triggering downstream signaling pathways that result in cytokine production and initiation of the inflammatory response.","Lymphocyte antigen 96 (LY96, also known as MD-2), Toll-like receptor 4 (TLR4)","LY96, TLR4",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,LY96-TLR4 complex,Human,Mouse (Mus musculus),"Acts as a primary pattern recognition receptor complex for lipopolysaccharide (LPS, endotoxin) from Gram-negative bacteria, initiating the innate immune response. LY96 (MD-2) directly binds LPS and associates with TLR4, facilitating TLR4 dimerization and signaling for downstream activation of NF-κB and cytokine release.","Lymphocyte antigen 96 (LY96, also known as MD-2), Toll-like receptor 4 (TLR4)","LY96, TLR4",(1.00 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,RAD6–RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae (baker’s yeast),,"The RAD6–RAD18 ubiquitin ligase complex is central to post-replication DNA repair in S. cerevisiae, specifically in the process of translesion DNA synthesis (TLS). The complex monoubiquitinates the proliferating cell nuclear antigen (PCNA) at lysine 164, marking sites where DNA lesions block the replication fork. This ubiquitination promotes recruitment of specialized translesion polymerases, allowing replication to bypass DNA damage and maintain genome integrity.; Proteins in the Complex:; - Rad6p (E2 ubiquitin-conjugating enzyme); - Rad18p (E3 ubiquitin ligase); Corresponding Genes:; - RAD6 (encodes Rad6p); - RAD18 (encodes Rad18p); Presence in Other Organisms (from the specified list):; Homologs of the RAD6–RAD18 complex exist in Human, Mouse, C. elegans, and Drosophila melanogaster, where the conserved function is PCNA (or equivalent) ubiquitination involved in DNA damage tolerance and repair.; ---",,,**; **
few-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","The RAD6-RAD18 complex is an E2-E3 ubiquitin ligase critical for post-replication DNA repair via monoubiquitination of PCNA (Proliferating Cell Nuclear Antigen) at lysine 164. This modification allows recruitment of translesion synthesis polymerases to bypass DNA lesions during replication, facilitating error-free and error-prone DNA damage tolerance in cells.","Rad6p (ubiquitin-conjugating enzyme E2), Rad18p (ubiquitin-protein ligase E3)","RAD6, RAD18",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,RAD6–RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans","Facilitates post-replication DNA repair via monoubiquitination of PCNA (proliferating cell nuclear antigen) at sites of stalled replication forks, enabling translesion DNA synthesis in response to DNA damage. Functions primarily in the error-free DNA damage tolerance pathway.","Ubiquitin-conjugating enzyme RAD6, E3 ubiquitin-protein ligase RAD18","RAD6 (YGL058W), RAD18 (YCR066W)",(1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,** PHO85-PHO80 CDK-cyclin complex,** Saccharomyces cerevisiae (budding yeast),,**,,,**
few-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,"Orthologous complexes exist in related budding yeasts, but the PHO85-PHO80 complex in this exact form is specific to Saccharomyces cerevisiae.","Cyclin-dependent kinase complex that regulates phosphate metabolism, cell cycle progression, and transcriptional responses to phosphate availability by phosphorylating multiple substrates, including transcription factors and metabolic enzymes, in response to environmental phosphate levels. Functions as a key component of the phosphate signaling (PHO) pathway, modulating gene expression according to phosphate availability.","Cyclin-dependent kinase Pho85p, Cyclin Pho80p","PHO85, PHO80",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,"Partial functional homologs exist in other fungi, but the PHO85-PHO80 pair with this phosphate regulatory function is specific to S. cerevisiae and closely related yeasts.","This complex is a cyclin-dependent kinase (CDK)-cyclin pair that plays a key role in phosphate metabolism regulation. In Saccharomyces cerevisiae, the PHO85-PHO80 complex acts as a negative regulator of the phosphate starvation response by phosphorylating and inactivating the transcription factor Pho4, thereby repressing the expression of phosphate-responsive genes when phosphate is abundant.","Cyclin-dependent kinase PHO85, Cyclin PHO80","PHO85, PHO80",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,** DNA Polymerase ε (Pol ε) complex,** Saccharomyces cerevisiae,**,**,,,**
few-shot,DNA polymerase epsilon complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster",High-fidelity DNA polymerase responsible primarily for leading strand synthesis during eukaryotic DNA replication; also involved in DNA repair and genome stability.,"DNA polymerase epsilon catalytic subunit A (Pol2), DNA polymerase epsilon subunit B (Dpb2), DNA polymerase epsilon subunit C (Dpb3), DNA polymerase epsilon subunit D (Dpb4)","POL2, DPB2, DPB3, DPB4",(0.98 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.294 + 0.285 + 0.25 + 0.15 = **0.979**
contextual,DNA polymerase epsilon (Pol ε) complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster",Key DNA polymerase responsible for leading strand synthesis during chromosomal DNA replication. It also participates in DNA repair and cell cycle checkpoint control.,"DNA polymerase epsilon catalytic subunit A (Pol2), DNA polymerase epsilon subunit B (Dpb2), DNA polymerase epsilon subunit C (Dpb3), DNA polymerase epsilon subunit D (Dpb4)","POL2, DPB2, DPB3, DPB4",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,"** Golgi Transport Complex (GTC), also known as the Conserved Oligomeric Golgi (COG) complex",** Saccharomyces cerevisiae (Baker's yeast),**,**,,,**; **
few-shot,"Golgi Transport Complex (also known as the Conserved Oligomeric Golgi, or COG complex)",Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans","The Golgi Transport Complex (COG complex) is essential for Golgi apparatus structure and function in Saccharomyces cerevisiae. It participates in vesicular trafficking, specifically mediating retrograde transport within the Golgi, by tethering vesicles to Golgi membranes for proper glycosylation and homeostasis of Golgi-resident proteins.","Cog1p, Cog2p, Cog3p, Cog4p, Cog5p, Cog6p, Cog7p, Cog8p","COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8",(0.93 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.95 × 0.15) = 0.279 + 0.27 + 0.25 + 0.1425 = **0.9415**
contextual,"Golgi transport complex (also known as the TRAPP complex, specifically TRAPP I and TRAPP II)",Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","Mediates vesicle tethering in the ER-to-Golgi and intra-Golgi transport stages. It is a multisubunit tethering complex that acts as a guanine nucleotide exchange factor (GEF) for Ypt1p/Rab GTPases, regulating vesicular trafficking within the early secretory pathway.",- Bet3p; - Bet5p; - Trs23p; - Trs31p; - Trs20p; - Trs33p; - Trs65p (component of TRAPP II); - Trs120p (component of TRAPP II); - Trs130p (component of TRAPP II); - Trs85p (component of TRAPP III),- BET3 (YJR033C); - BET5 (YIL106W); - TRS23 (YGL098W); - TRS31 (YOL077C); - TRS20 (YGR166W); - TRS33 (YLR240W); - TRS65 (YDR472W); - TRS120 (YLR116W); - TRS130 (YHR193C); - TRS85 (YML100W),(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,**GPI-anchor transamidase complex**,**Homo sapiens (Human)**,,"The GPI-anchor transamidase complex in humans catalyzes the post-translational attachment of glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins within the lumen of the endoplasmic reticulum (ER). This reaction involves the cleavage of a C-terminal GPI attachment signal and the transfer of the pre-assembled GPI anchor to the new carboxyl terminus.; Component Proteins and Corresponding Genes:; 1. **PIGK** (Phosphatidylinositol-glycan, class K) — *Gene: PIGK*; 2. **GPAA1** (Glycosylphosphatidylinositol anchor attachment 1) — *Gene: GPAA1*; 3. **PIGS** (Phosphatidylinositol-glycan, class S) — *Gene: PIGS*; 4. **PIGT** (Phosphatidylinositol-glycan, class T) — *Gene: PIGT*; 5. **PIGU** (Phosphatidylinositol-glycan, class U) — *Gene: PIGU*; Presence in Other Organisms (from the 5 specified):; - Also found in: **Mouse (Mus musculus), C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae**; - Component proteins and gene names vary in other organisms.; ---",,,**; **
few-shot,GPI-anchor transamidase complex,Human,"Mouse, Saccharomyces cerevisiae, C. elegans, Drosophila melanogaster","Catalyzes the post-translational attachment of glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins on the luminal side of the endoplasmic reticulum, an essential step for proper surface localization and function of many cell-surface proteins.","GPI transamidase subunit PIG-K (also known as GPI8), PIG-S, PIG-T, GPAA1, PIG-U","PIGK, PIGS, PIGT, GPAA1, PIGU",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,GPI-anchor transamidase complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","Catalyzes the posttranslational attachment of glycosylphosphatidylinositol (GPI) anchors to proteins in the lumen of the endoplasmic reticulum, specifically cleaving the GPI-attachment signal peptide from precursor proteins and attaching the preassembled GPI anchor.","GPI transamidase subunit PIGK, GPI transamidase subunit GPAA1, GPI transamidase subunit PIGS, GPI transamidase subunit PIGT, GPI transamidase subunit PIGU","PIGK, GPAA1, PIGS, PIGT, PIGU",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.0**
zero-shot,"** Glycosylphosphatidylinositol-mannosyltransferase I complex (GPI mannosyltransferase I, GPI-MT-I)",** Saccharomyces cerevisiae (Baker's yeast); 1.00,,**,**; 1.00,,**
few-shot,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","Catalyzes the first mannosylation step in glycosylphosphatidylinositol (GPI) anchor biosynthesis, transferring a mannose from dolichyl-phosphate-mannose to GlcN-PI, a critical step for GPI-anchor assembly and thus for attaching many proteins to the cell membrane.","GPI11, GPI12, GPI13, GPI14, PBN1","GPI11, GPI12, GPI13, GPI14, PBN1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","Catalyzes the transfer of the initial mannose to N-acetylglucosaminyl-phosphatidylinositol (GlcNAc-PI) during the biosynthesis of glycosylphosphatidylinositol (GPI) anchors, which are critical for anchoring proteins to the cell membrane.","Gpi14p, Gpi18p, Gpi19p, Gpi20p, Gpi21p, Pbn1p","GPI14, GPI18, GPI19, GPI20, GPI21, PBN1",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,** Dsl1 tethering complex,** Saccharomyces cerevisiae (baker’s yeast),,**,,,**
few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster","The Dsl1 tethering complex is involved in vesicle trafficking at the endoplasmic reticulum (ER), specifically mediating the tethering of COPI-coated retrograde transport vesicles to the ER membrane prior to SNARE-mediated fusion. It is critical for maintaining ER-Golgi homeostasis by facilitating retrograde vesicular transport.","Dsl1p, Sec39p (also known as Dsl3p), Tip20p","DSL1, SEC39/DSL3, TIP20",(0.9667 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.29 + 0.285 + 0.25 + 0.15 = **0.975**
contextual,Dsl1 tethering complex,Saccharomyces cerevisiae,"Human, Mouse, C. elegans, Drosophila melanogaster (Dsl1 complex is conserved in eukaryotes, but best characterized and most prominent in S. cerevisiae)","The Dsl1 complex mediates vesicle tethering between the endoplasmic reticulum (ER) and the Golgi apparatus, specifically facilitating retrograde transport of COPI-coated vesicles from the Golgi to the ER. It is essential for the fusion step of vesicle docking to the ER membrane.","Dsl1p, Tip20p, Sec39p","DSL1, TIP20, SEC39",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,"** AP-1 adaptor complex (also known as HA1, HA1 clathrin adaptor)",** *Homo sapiens* (Human),,**,**,,**
few-shot,"AP-1 adaptor complex (HA1, HA1 clathrin adaptor)",Human,"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae (with orthologous but compositionally distinct complexes)","The AP-1 adaptor complex mediates the recognition and sorting of specific cargo proteins at the trans-Golgi network (TGN) and endosomes into clathrin-coated vesicles, facilitating protein trafficking between the Golgi apparatus and endosomal–lysosomal system.","AP-1 complex subunit gamma-1, AP-1 complex subunit beta-1, AP-1 complex subunit mu-1, AP-1 complex subunit sigma-1A","AP1G1, AP1B1, AP1M1, AP1S1",(0.98 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.294 + 0.285 + 0.25 + 0.15 = **0.979**
contextual,"AP-1 adaptor complex (HA1, HA1 clathrin adaptor)'",Human',"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae, C. elegans'","A heterotetrameric protein complex involved in the formation of clathrin-coated vesicles at the trans-Golgi network and endosomes. It regulates the trafficking of cargo proteins between the trans-Golgi network and endosomes through recognition of sorting signals, facilitating vesicular transport and maintaining cellular compartmentalization.'","AP-1 complex subunit gamma-1 (AP1G1), AP-1 complex subunit beta-1 (AP1B1), AP-1 complex subunit mu-1 (AP1M1), AP-1 complex subunit sigma-1A (AP1S1)'","AP1G1, AP1B1, AP1M1, AP1S1'",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**'
zero-shot,** PAN1 actin cytoskeleton-regulatory complex,** Saccharomyces cerevisiae (budding yeast),**,** The PAN1 complex is a multiprotein assembly essential for endocytosis in S. cerevisiae. It regulates actin cytoskeleton organization and dynamics during the internalization of plasma membrane proteins through clathrin-mediated endocytosis. The complex recruits and organizes actin polymerization machinery at sites of endocytosis.,**,,**
few-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae,"N/A (This specific complex organization is characterized in S. cerevisiae; homologs and partial homologous functions exist in other yeasts but not in humans, mice, Drosophila, or C. elegans.)","The PAN1 complex is a key regulator of endocytosis in Saccharomyces cerevisiae, facilitating actin cytoskeleton organization at sites of endocytic internalization. It interacts with both endocytic adaptors and actin assembly machinery, bridging plasma membrane trafficking with cytoskeletal dynamics essential for endocytosis.","Pan1p, End3p, Sla1p, Sla2p, Ent1p/Ent2p, Ede1p, Las17p (some interactions are dynamic; the core is Pan1p, End3p, Sla1p)","PAN1, END3, SLA1, SLA2, ENT1, ENT2, EDE1, LAS17",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae,N/A (functionally analogous but not orthologous complexes present in higher eukaryotes; true PAN1 complex defined for S. cerevisiae),"This complex promotes actin cytoskeleton organization, actin patch formation, and endocytic vesicle movement via actin nucleation and branching. It acts as a scaffold for the recruitment of endocytic and actin-regulating factors at sites of endocytosis.","Pan1p, End3p, Sla1p","PAN1, END3, SLA1",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,** AMPK Complex (AMP-activated protein kinase complex),** Human (Homo sapiens),**,**,**,,**
few-shot,AMP-activated protein kinase (AMPK) complex,Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae","AMPK is a central cellular energy sensor in humans. It is activated in response to increases in the AMP/ATP ratio, indicating low energy status. Upon activation, AMPK restores energy balance by phosphorylating a variety of downstream targets to promote catabolic pathways (generating ATP) and inhibit anabolic pathways (consuming ATP), thus regulating metabolism, growth, and autophagy.","Protein kinase AMP-activated catalytic subunit alpha-1, Protein kinase AMP-activated catalytic subunit alpha-2, 5'-AMP-activated protein kinase subunit beta-1, 5’-AMP-activated protein kinase subunit beta-2, 5'-AMP-activated protein kinase subunit gamma-1, 5'-AMP-activated protein kinase subunit gamma-2, 5’-AMP-activated protein kinase subunit gamma-3","PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,AMPK complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","Functions as a central energy sensor regulating cellular energy homeostasis. Activated in response to increased AMP/ATP ratio, it phosphorylates numerous substrates to inhibit anabolic processes (such as fatty acid and cholesterol synthesis) and activate catabolic pathways (such as glucose uptake and fatty acid oxidation).",- 5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPKα1); - 5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPKα2); - 5'-AMP-activated protein kinase subunit beta-1 (AMPKβ1); - 5'-AMP-activated protein kinase subunit beta-2 (AMPKβ2); - 5'-AMP-activated protein kinase subunit gamma-1 (AMPKγ1); - 5'-AMP-activated protein kinase subunit gamma-2 (AMPKγ2); - 5'-AMP-activated protein kinase subunit gamma-3 (AMPKγ3),- PRKAA1 (AMPKα1); - PRKAA2 (AMPKα2); - PRKAB1 (AMPKβ1); - PRKAB2 (AMPKβ2); - PRKAG1 (AMPKγ1); - PRKAG2 (AMPKγ2); - PRKAG3 (AMPKγ3),(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,"** Augmin complex (also known as Homologous to Augmin Complex Subunits, HAUS complex)",** Human (Homo sapiens),**,**,,,**; **
few-shot,Augmin complex,Human,"Mouse, Drosophila melanogaster, C. elegans (with organism-specific subunit variations)","The augmin complex is essential for centrosome-independent microtubule nucleation within the mitotic spindle, promoting the generation and amplification of microtubules by recruiting the γ-tubulin ring complex (γ-TuRC) to pre-existing spindle microtubules during mitosis. This process is crucial for proper spindle assembly, spindle organization, and accurate chromosome segregation.","HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, HAUS6, HAUS7, HAUS8","HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, HAUS6, HAUS7, HAUS8",(1.0 × 0.3) + (0.93 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.279 + 0.25 + 0.15 = **0.979**
contextual,Augmin complex,Human,"Mouse, Drosophila melanogaster, C. elegans (less homolog conserved), plants","Facilitates microtubule nucleation within the mitotic spindle by bridging γ-tubulin ring complexes (γTuRC) to existing spindle microtubules, thereby promoting spindle assembly, centrosome-independent microtubule generation, and proper chromosome segregation during mitosis.","HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, HAUS6, HAUS7, HAUS8","HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, HAUS6, HAUS7, HAUS8",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,** Myb-MuvB Transcriptional Activation Complex,** Drosophila melanogaster,**,**,**,,**; **
few-shot,Myb-MuvB transcriptional activation complex',Drosophila melanogaster',"Humans (DREAM complex), C. elegans (SynMuvB complex)'","The Myb-MuvB complex acts as a transcriptional activator for genes important during the G2/M phase of the cell cycle, particularly those required for mitosis. By recruiting the Myb transcription factor to the MuvB core, the complex promotes activation of target gene expression at specific cell cycle stages in Drosophila melanogaster.'","Myb isoform D, Mip130 isoform J, Mip120 isoform I, Mip40 isoform E, Lin-52 isoform A, Lin-9 isoform A'","Myb, mip130, mip120, mip40, lin-52, lin-9'",(0.933 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.28 + 0.27 + 0.25 + 0.15 = **0.95**'
contextual,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,"The MuvB complex and its functionally analogous complexes are found in Humans and C. elegans, but the Myb-MuvB transcriptional activation complex with the classical Myb subunit is most prominent and best studied in Drosophila melanogaster.","The Myb-MuvB complex in Drosophila melanogaster acts as a key transcriptional activator for genes required for cell cycle progression, notably those expressed during G2/M phase. Myb serves as the sequence-specific DNA-binding transcription factor, recruiting the MuvB core to target promoters and facilitating the activation of mitotic gene expression.","Myb, LIN9, LIN37 (Mip40), LIN52, LIN54, RBF1 (Drosophila Rb-related protein, sometimes associated)","myb, mip130 (lin9), mip40 (lin37), mip120 (lin54), lin52, rbf1",(0.97 × 0.3) + (0.94 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.291 + 0.282 + 0.25 + 0.15 = **0.973**
zero-shot,CORVET tethering complex (Class C Core Vacuole/Endosome Tethering Complex),Saccharomyces cerevisiae,,"The CORVET complex is a multi-subunit tethering complex involved in the early endosome fusion pathway. It facilitates the homotypic fusion of early endosomal membranes and acts upstream of the HOPS complex in the endocytic trafficking pathway.; List of Proteins in the Complex:; - Vps3 (Vacuolar protein sorting-associated protein 3); - Vps8 (Vacuolar protein sorting-associated protein 8); - Vps11 (Vacuolar protein sorting-associated protein 11); - Vps16 (Vacuolar protein sorting-associated protein 16); - Vps18 (Vacuolar protein sorting-associated protein 18); - Vps33 (Vacuolar protein sorting-associated protein 33); Corresponding Genes:; - VPS3; - VPS8; - VPS11; - VPS16; - VPS18; - VPS33; Presence in Other Organisms (from provided list):; - Known to have orthologs and functionally analogous complexes in Human, Mouse, and Drosophila melanogaster. Version is most prominent and best characterized in S. cerevisiae.; ---; Confidence Score Calculation:; - Consistency of information across different databases/sources: 1.00; - Supporting experimental data regarding the complex: 0.95; - Accuracy of corresponding protein-gene mapping: 1.00; - Analysis information being specific to the organism: 1.00; Confidence Score (full arithmetic equation):; (1.00 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = 0.985",,,
few-shot,CORVET tethering complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans (homologous complexes)","The CORVET (Class C core vacuole/endosome tethering) complex is an endosomal tethering complex that functions primarily in the early endosome fusion process. In Saccharomyces cerevisiae, it specifically mediates vesicle tethering and fusion at the early endosome, acts as a Rab5 effector, and serves as a precursor for the HOPS complex (which acts at the late endosome/vacuole).","Vps3p, Vps8p, Vps11p, Vps16p, Vps18p, Vps33p","VPS3, VPS8, VPS11, VPS16, VPS18, VPS33",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,CORVET tethering complex',Saccharomyces cerevisiae',"Human, Mouse, Drosophila melanogaster, C. elegans'","The CORVET (Class C core vacuole/endosome tethering) complex is a multi-subunit tethering complex required for the fusion of early endosomes. It mediates Rab5-dependent vesicle tethering and fusion processes, playing a critical role in endosome biogenesis and trafficking.'","Vps3, Vps8, Vps11, Vps16, Vps18, Vps33'","VPS3, VPS8, VPS11, VPS16, VPS18, VPS33 (specifically VPS33A)'",(0.97 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.291 + 0.285 + 0.25 + 0.15 = **0.976**'
zero-shot,** Sodium leak channel complex (NALCN channel complex),** Human (Homo sapiens),**,**,,,**
few-shot,Sodium leak channel complex,Drosophila melanogaster,"Human, C. elegans","Voltage-gated ion channel responsible for the depolarizing sodium (Na+) leak currents that are critical in setting the neuronal resting membrane potential and controlling neuronal excitability. In Drosophila pacemaker neurons, it acts downstream of the molecular circadian clock to facilitate proper behavioral rhythmicity.","Protein unc-80 homolog, Narrow abdomen isoform F, Uncoordinated 79 isoform B","unc80, na, unc79",(0.8333 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.25 + 0.27 + 0.25 + 0.15 = **0.92**
contextual,Sodium leak channel complex,Drosophila melanogaster,"Human, C. elegans",Voltage-gated ion channel responsible for the depolarizing sodium (Na+) leak currents that determine resting Na(+) permeability and control neuronal excitability. Functions downstream of the molecular circadian clock in pacemaker neurons to promote behavioral rhythmicity.,"Protein unc-80 homolog, Narrow abdomen isoform F, Uncoordinated 79 isoform B","unc80, na, unc79",(0.8333 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.25 + 0.27 + 0.25 + 0.15 = **0.92**
zero-shot,** Atg1 Protein Kinase Complex,** Saccharomyces cerevisiae,**,**,**,,
few-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans","The ATG1 protein kinase complex is essential for the initiation of autophagy. In response to nutrient starvation, this complex phosphorylates target proteins to trigger autophagosome formation and regulate the early steps of the autophagy pathway.","Atg1, Atg13, Atg17, Atg29, Atg31","ATG1, ATG13, ATG17, ATG29, ATG31",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,ATG1 protein kinase complex,Saccharomyces cerevisiae,"Human (as ULK1/2 complex), Mouse, Drosophila melanogaster, C. elegans",The ATG1 complex is essential for initiating autophagy by promoting the recruitment and assembly of downstream autophagy machinery under nutrient deprivation. It regulates the induction of autophagosome formation by phosphorylating downstream substrates and integrating signals from nutrient-sensing pathways.,"Atg1, Atg13, Atg17, Atg29, Atg31","ATG1, ATG13, ATG17, ATG29, ATG31",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
