Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,NXF1-NXT1 mRNA nuclear export factor complex,"Human'  
'","Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'  
'","Mediates the nuclear export of bulk mRNA from the nucleus to the cytoplasm. NXF1 (also known as TAP) forms a heterodimer with NXT1 (also known as p15), creating a platform that interacts with poly(A)+ RNA and nucleoporins at the nuclear pore. This complex is essential for general mRNA export and is also involved in the export of unspliced retroviral RNA containing a constitutive transport element (CTE). NXF1-NXT1 functionally interacts with other export factors such as the TREX complex to facilitate mRNA transport.'  
'","Nuclear RNA export factor 1 (NXF1/TAP), Nuclear transport factor 2-like export factor 1 (NXT1/p15)'  
'","NXF1 (for NXF1/TAP), NXT1 (for NXT1/p15)'  
'Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
few-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae (baker’s yeast),"The MON1-CCZ1 complex is also found in Drosophila melanogaster, mouse, and human, with conserved function across eukaryotes[5].","Guanine nucleotide exchange factor (GEF) that activates the Rab GTPase Ypt7, thereby driving the conversion from Rab5 to Rab7 on endosomes and facilitating the transition from early to late endosomal compartments. The complex is critical for endosome maturation, vacuole fusion, and proper vacuolar morphology. It is also required for the cytoplasm-to-vacuole targeting (Cvt) pathway, CPY and ALP trafficking pathways, endocytosis, and autophagy-related processes in Saccharomyces cerevisiae[1][3][4][5].","- Mon1 (also known as Vac8-interacting protein Mon1)
- Ccz1","- MON1
- CCZ1

Self Confidence Score Calculation:
- Consistency of information across different databases/sources: 1.0 (extensive and consistent findings in yeast literature and databases, e.g. SGD, PMC, PNAS)
- Supporting experimental data regarding the complex: 1.0 (multiple experimental studies detailing the molecular, genetic, and biochemical function of the complex in S. cerevisiae)
- Accuracy of corresponding protein-gene mapping: 1.0 (mon1 ↔ MON1; ccz1 ↔ CCZ1)
- Information specificity to organism: 1.0 (analysis and sources focused on S. cerevisiae, the organism where the complex was originally and most thoroughly characterized)

Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
few-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,"Not reported to be present in other model systems (e.g., human, mouse, C. elegans, S. cerevisiae)[1][2][3][5]. The HipHop-HOAP configuration is unique to Drosophila, though some functional analogies exist with capping complexes in yeast and mammals.","The HipHop-HOAP telomere-capping complex is essential for protecting the ends of Drosophila melanogaster chromosomes from being recognized and fused as DNA double-strand breaks. This is achieved by maintaining a specialized chromatin state at telomeres, independent of the underlying DNA sequence, thereby preventing inappropriate DNA repair activities and end-to-end chromosome fusions. Loss or destabilization of either HipHop or HOAP results in telomere deprotection and fusion, underscoring their interdependent roles in capping function[1][2][3][5].","- HipHop (HP1-HOAP-interacting protein)
- HOAP (HP1/ORC-associated protein)
- HP1 (Heterochromatin Protein 1)—often found in complex but not always considered a core constituent","- hiphop (encodes HipHop)
- cav (cav is the gene encoding HOAP, also referred to as cav1 in some literature)
- Su(var)205 (encodes HP1; included due to frequent co-localization but is a general heterochromatin protein)

Self","- Consistency of information across different databases/sources: 1.0  
- Supporting experimental data regarding the complex: 1.0  
- Accuracy of corresponding protein-gene mapping: 1.0  
- Analysis information specific to Drosophila melanogaster: 1.0  

Confidence Score Equation:  
(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**"
contextual,HipHop-HOAP telomere-capping complex,"Drosophila melanogaster'  
'","Not reported outside Drosophila; suggested analogies to capping complexes in yeast and mammals, but HipHop and HOAP themselves are specific to Drosophila.'[1][3][5]  
'","This complex is essential for telomere capping in Drosophila melanogaster, preventing chromosome end fusions by maintaining a specialized chromatin structure at telomeres that is independent of the underlying DNA sequence. Loss of either HipHop or HOAP destabilizes the other and renders telomeres susceptible to end-to-end fusions. The complex interacts with HP1 and is required for the epigenetic identity and protection of chromosome ends.'[1][2][3]  
'","HOAP (HP1/ORC-associated protein), HipHop (HP1-HOAP-interacting protein), plus interaction with HP1 (Heterochromatin Protein 1)'[1][2][3]  
'","HOAP (encoded by *cav*), HipHop (encoded by *hiphop*), HP1 (encoded by *Su(var)205*)'[3]  
'Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**'
few-shot,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans,"This protein complex is conserved and also found in mammals, where orthologs of ZFP-1 and DOT-1.1 play a similar role in chromatin regulation and developmental gene expression[2].","In Caenorhabditis elegans, the ZFP-1(AF10)/DOT-1.1 complex is crucial for transcriptional regulation during development. The primary function of this complex is to negatively modulate the level of RNA polymerase II transcription on widely expressed, essential genes by promoting pausing or slowing elongation of RNA Pol II, particularly at developmental and stress-responsive genes. Its action is associated with increased H3K79 methylation and decreased H2B monoubiquitination, constituting a negative feedback mechanism for modulating gene expression. The complex is particularly important for neural development and the expression of enhancer-regulated, lineage-specific genes, as well as for appropriate neuronal migration and olfaction in C. elegans[1][2].","- ZFP-1 (C. elegans homolog of AF10)
- DOT-1.1 (C. elegans homolog of DOT1)","- zfp-1
- dot-1.1

Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans,"While functionally similar complexes may exist in other metazoans, the specific ZFP-1(AF10)/DOT-1.1 complex—as defined by the C. elegans proteins and genes—is most prominent and well-characterized in C. elegans[1][4][5]. Homologous complexes, such as the DOT1L complex, occur in humans, mice, and yeast, but the precise composition and function differ[3].","In Caenorhabditis elegans (C. elegans), the ZFP-1(AF10)/DOT-1 complex plays a critical role in negative regulation of RNA polymerase II-mediated transcription on essential, widely expressed genes. This complex contributes to the progressive pausing of RNA polymerase II during development and rapid pausing in response to cellular stress. Its function is closely tied to chromatin modifications: the ZFP-1/DOT-1.1 complex increases H3K79 methylation and decreases H2B monoubiquitination, thereby initiating a negative feedback mechanism for modulating gene expression[1][4][5]. Disruption of this complex impairs proper chromatin regulation and transcriptional control in C. elegans.","- ZFP-1 (Zinc finger protein ZFP-1, homologous to human AF10)
- DOT-1.1 (H3K79 methyltransferase, homologous to human DOT1L)","- zfp-1 (encodes ZFP-1)[2]
- dot-1.1 (encodes DOT-1.1)[5]

Self","- Consistency of information across different databases/sources: 1.0  
- Supporting experimental data regarding the complex: 1.0  
- Accuracy of corresponding protein-gene mapping: 1.0  
- The analysis information being specific to the organism that it is most prominent in: 1.0  

Self Confidence Score:  
\((1.0 \times 0.3) + (1.0 \times 0.3) + (1.0 \times 0.25) + (1.0 \times 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = \textbf{1.00}\)"
few-shot,ced-3-ced-4-mac-1 complex,Caenorhabditis elegans,"No evidence for the functional ced-3-ced-4-mac-1 complex in other organisms. Homologous proteins exist (e.g., Apaf-1 in mammals is related to CED-4), and MAC-1 is similar to Drosophila Smallminded, but the specific tripartite complex is characterized in C. elegans[1].","This complex is central to the regulation of programmed cell death (apoptosis) in Caenorhabditis elegans. CED-3 is an executioner caspase, CED-4 is required to activate CED-3, and MAC-1 is a AAA family ATPase that interacts with CED-4 (and also CED-3), contributing to regulation of apoptosis by forming a multiprotein complex with these proteins. The activity of this complex determines whether cells undergo apoptosis during development, with MAC-1 serving essential roles for development and modulating the function of CED-3 and CED-4[1][4][5].","- CED-3 (Cell death protein 3), a cysteine protease/caspase[2][5]
- CED-4 (Cell death abnormality protein 4), a homolog of mammalian Apaf-1, required for CED-3 activation[1][5]
- MAC-1 (Mitochondria-associated AAA ATPase 1), a regulatory ATPase[1][4]","- ced-3
- ced-4
- mac-1[1][4][5]

Self","- Consistency of information across different databases/sources: 1.0 (Highly consistent; multiple sources agree on complex composition and function)[1][4][5]
- Supporting experimental data regarding the complex: 0.9 (Experimental immunoprecipitation confirms interaction; functional studies in C. elegans and mammalian cells, but complex characterization is stronger in C. elegans than in mammals)[1][4]
- Accuracy of corresponding protein-gene mapping: 1.0 (Direct and unambiguous mapping between protein names and gene names in curated databases)[1][4][5]
- Analysis information is specific to the organism that it is most prominent in: 1.0 (All information focused on C. elegans)

Self Confidence Score Equation:
\[
(1.0 \times 0.3) + (0.9 \times 0.3) + (1.0 \times 0.25) + (1.0 \times 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = \textbf{0.97}
\]"
few-shot,"PETISCO, pid-1 variant",*Caenorhabditis elegans*,"No compelling evidence exists that the PETISCO complex, specifically with the pid-1 effector, is found in organisms outside of *C. elegans*[1][2][3][4].","The PETISCO, pid-1 variant is essential for the biogenesis of 21U-RNAs, a class of PIWI-interacting RNAs (piRNAs) in *Caenorhabditis elegans*. These small RNAs are critical for transposon silencing and genome integrity in the germline. Specifically, the PID-1 variant of PETISCO mediates the processing and maturation of 21U-RNA precursors[1][3].","- IFE-3
- TOFU-6
- PID-3
- ERH-2
- PID-1 (variant-specific effector)[1][3][4]

Corresponding","- ife-3
- tofu-6
- pid-3
- erh-2
- pid-1[1][3][4]

Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,"PETISCO, pid-1 variant",*Caenorhabditis elegans*,Not reported outside *C. elegans* in the current literature; the PETISCO complex (especially the pid-1 variant) is specific to *C. elegans*[1].,"The PETISCO, pid-1 variant is essential for the biogenesis of 21U RNAs, a class of PIWI-interacting RNAs (piRNAs) in *Caenorhabditis elegans*. Specifically, the pid-1 variant stabilizes 21U-RNA precursor molecules and promotes their processing, which is crucial for germline genome integrity and transposon silencing[1][2][3].","- IFE-3 (eIF4E isoform)
- TOFU-6 (contains an RRM domain)
- PID-3
- ERH-2 (Enhancer of rudimentary homolog 2)","- ife-3 (codes for IFE-3)
- tofu-6 (codes for TOFU-6)
- pid-3 (codes for PID-3)
- erh-2 (codes for ERH-2)[1][2][4]

Self Confidence Score Calculation:
- Consistency across databases/sources: 1.00 (well-supported in primary publications and UniProt)
- Supporting experimental data: 0.95 (multiple peer-reviewed studies using structural biology and genetics)
- Protein-gene mapping accuracy: 1.00 (clear, direct mapping in all sources)
- Organism specificity: 1.00 (function and composition described specifically for *C. elegans*)

Self",(1.00 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
few-shot,"PETISCO, tost-1 variant",Caenorhabditis elegans,"No evidence for PETISCO, tost-1 variant has been found in Human, Mouse, Drosophila melanogaster, or Saccharomyces cerevisiae; it appears specific to C. elegans[1][3].","The PETISCO, tost-1 variant is an essential protein complex involved in early embryogenesis in the nematode Caenorhabditis elegans. Unlike the PID-1 variant (which mediates 21U RNA/piRNA biogenesis), the tost-1 variant of PETISCO is specifically required for processes in the early embryo, although the precise molecular mechanism remains incompletely characterized[1][2][3][5].","- IFE-3
- TOFU-6
- PID-3
- ERH-2
- TOST-1 (effector protein specific to the tost-1 variant)[1][2][3][5]","- ife-3 (for IFE-3)
- tofu-6 (for TOFU-6)
- pid-3 (for PID-3)
- erh-2 (for ERH-2)
- tost-1 (for TOST-1)[2][4]

Self",(1.00 × 0.3) + (0.95 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.30 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,"PETISCO, tost-1 variant",Caenorhabditis elegans,Not reported in organisms outside Caenorhabditis elegans[1][2][5].,"The PETISCO TOST-1 variant is essential for early embryogenesis in Caenorhabditis elegans. While the PETISCO PID-1 variant is required for piRNA (21U RNA) biogenesis, the TOST-1 variant specifically accumulates in the nucleus during embryogenesis and is necessary for proper chromosome segregation—a function distinct from piRNA processing[1][2][5]. The precise molecular mechanism linking PETISCO/TOST-1 to chromosome segregation is not fully understood, but experimental studies demonstrate its critical role in early development[1][5].","- IFE-3
- TOFU-6
- PID-3
- ERH-2
- TOST-1 (effector protein specific for this variant)","- ife-3 (IFE-3 protein)
- tofu-6 (TOFU-6 protein)
- pid-3 (PID-3 protein)
- erh-2 (ERH-2 protein)
- tost-1 (TOST-1 protein)[1][2][4]

Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
few-shot,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),"Human, Schizosaccharomyces pombe, Caenorhabditis elegans, Xenopus laevis[5]","The Ndc80 complex is a crucial component of the kinetochore that provides the principal link between mitotic spindle microtubules and centromere-associated proteins[1][3]. It is essential for stable kinetochore-microtubule attachments needed to sustain the centromere tensions involved in achieving proper chromosome alignment during cell division[4]. The complex functions to congress chromosomes and to signal the spindle checkpoint, and is considered the best candidate for coupling microtubule depolymerization to chromosome movement[3]. Loss-of-function mutations in any of the complex subunits cause chromosomes to detach from spindle microtubules and inactivate the spindle checkpoint, resulting in extremely high rates of chromosome loss[5].","The Ndc80 complex is a heterotetramer consisting of:
- Ndc80p
- Nuf2p
- Spc24p
- Spc25p[1][5]

These proteins form a long rod with globular ""heads"" at either end of an α-helical coiled-coil shaft approximately 600 Å long. The CH domains of Ndc80 and Nuf2 form a microtubule-attachment module at one end, while the RWD domains of Spc24 and Spc25 at the other end bind to adaptor proteins emanating from centromere-bound kinetochore components[1][5].","- NDC80 (encodes Ndc80p)
- NUF2 (encodes Nuf2p)
- SPC24 (encodes Spc24p)
- SPC25 (encodes Spc25p)[2][5]

Self",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,Ndc80 complex,Saccharomyces cerevisiae (budding yeast)[1][2][4][5],"Human, Mouse, C. elegans, Drosophila melanogaster, Schizosaccharomyces pombe, Xenopus laevis[1][5]","The Ndc80 complex is essential for stable kinetochore-microtubule attachments, which are necessary to generate the centromere tension required for accurate chromosome alignment and segregation during mitosis. Loss of function in any of its four subunits causes chromosomes to detach from spindle microtubules, disrupts the spindle checkpoint, and results in high rates of chromosome missegregation[1][4][5]. The complex acts as the principal connector between centromere-associated kinetochore assemblies and spindle microtubules but does not bind DNA or microtubules directly. Instead, it links microtubule-binding proteins and spindle checkpoint proteins to centromeric proteins[1][5].","- Ndc80p
- Nuf2p
- Spc24p
- Spc25p[4][5]","- NDC80
- NUF2
- SPC24
- SPC25[2][4]

Self",(1.00 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
few-shot,Kinetochore Mis12 complex,Human,"The Mis12 complex is highly conserved and also found in other eukaryotes, including mouse, C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae, though subunit composition and nomenclature may vary slightly[1][2].","The human Mis12 complex is a critical component of the kinetochore, serving as a central assembly hub within the KMN (KNL1-Mis12-Ndc80) network. It is essential for connecting microtubules to centromeric chromatin, ensuring proper chromosome alignment and segregation during mitosis, and facilitating the assembly of both the inner and outer kinetochore layers[1][2][3][5].","- MIS12 homolog (MIS12)
- NSL1 (NSL1 homolog)
- DSN1 homolog (DSN1)
- PMF1 homolog (PMF1, also referred to as NNF1 in some literature)[1][2][3][4][5]","- MIS12 (encoding MIS12 protein)
- NSL1 (encoding NSL1 protein)
- DSN1 (encoding DSN1 protein)
- PMF1 (encoding PMF1 protein)[4][5]

Self","Consistency of information across different databases/sources: 1.00  
Supporting experimental data regarding the complex: 1.00  
Accuracy of corresponding protein-gene mapping: 1.00  
Analysis information being specific to the organism that it is most prominent in: 1.00  

Self Confidence Score Equation:  
(1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**"
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,"Not explicitly reported as conserved with the exact composition in other organisms; mammalian homologues exist for individual components (e.g., Tlg2 is homologous to mammalian syntaxin 16), but this specific complex is best-characterized and most prominent in Saccharomyces cerevisiae[3].","Mediates membrane fusion in endosomal and Golgi trafficking by spontaneous assembly of four complementary SNARE (soluble N-ethylmaleimide-sensitive factor attachment protein receptor) proteins. This complex is specifically involved in vesicular transport processes, ensuring the fusion of vesicles with target membranes, especially within the late-Golgi and endosomal compartments[1][2][3].","- Tlg2
- Vti1
- Tlg1
- Snc2[1][2][3]","- TLG2
- VTI1
- TLG1
- SNC2[1][2]

Self","- Consistency of information across different databases/sources: 1.0 (clear agreement between primary Saccharomyces Genome Database entries and supporting literature)[1][2][3]
- Supporting experimental data regarding the complex: 0.9 (well characterized in yeast with experimental data, but less so in other organisms)[1][2][3]
- Accuracy of corresponding protein-gene mapping: 1.0 (exact gene-protein relationship is well established in S. cerevisiae)[1][2]
- Information specificity to the organism: 1.0 (analysis focused solely on S. cerevisiae)[1][2][3]

Self Confidence Score Equation:  
(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**"
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,"Not commonly found in the same composition in other model organisms such as Human, Mouse, C. elegans, or Drosophila melanogaster; the TLG2-VTI1-TLG1-SNC2 complex is specific to yeast (S. cerevisiae)[1].","Mediates membrane fusion through the spontaneous assembly of four complementary SNARE (soluble N-ethylmaleimide-sensitive factor attachment protein receptor) proteins, specifically facilitating endosomal and late-Golgi transport membrane fusion events in the cell. This assembly is essential for intracellular vesicular trafficking, ensuring correct cargo delivery in the secretory and endocytic pathways[1][2][5].","- Tlg2
- Vti1
- Tlg1
- Snc2","- TLG2
- VTI1
- TLG1
- SNC2

Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
few-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (budding yeast)[1][2][3][5],"The Ste12/Dig1/Dig2 complex is specific to Saccharomyces cerevisiae. There is no evidence it functions as an orthologous complex in Human, Mouse, C. elegans, or Drosophila melanogaster.","The Ste12/Dig1/Dig2 complex regulates the transcription of mating-specific genes in response to pheromone signaling in Saccharomyces cerevisiae. Ste12 serves as the central transcription factor, with Dig1 and Dig2 acting as inhibitors that modulate Ste12 activity and protect it from degradation. Upon activation of the MAP kinase pathway by mating pheromones, the repression by Dig1 and Dig2 is relieved, allowing Ste12 to induce expression of target genes critical for mating. This complex specifically controls mating-related gene expression through Ste12-binding sites on DNA, distinct from the Tec1/Ste12/Dig1 complex that regulates filamentation genes[3][5].","- Ste12 (transcription factor)
- Dig1 (regulator/inhibitor)
- Dig2 (regulator/inhibitor)[1][3][5]","- STE12 (encodes Ste12)
- DIG1 (encodes Dig1)
- DIG2 (encodes Dig2)[1]

Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,Ste12/Dig1/Dig2 transcription regulation complex,"Saccharomyces cerevisiae'

'","No clear evidence that the Ste12/Dig1/Dig2 complex as such exists outside Saccharomyces cerevisiae.'

'","This complex regulates transcription of genes critical for mating and filamentous growth in Saccharomyces cerevisiae. In the absence of mating pheromone, Ste12 is inhibited by Dig1 and Dig2, preventing inappropriate transcriptional activation. Upon stimulation (e.g., mating pheromone), Dig1 and Dig2 are phosphorylated and dissociate from Ste12, allowing Ste12 to activate transcription of mating-specific genes. Dig1 and Dig2 also serve to stabilize Ste12, protect it from degradation, and modulate its ability to reposition gene loci within the nucleus.'[1][3][4][5]

'","Ste12, Dig1, Dig2'

'","STE12, DIG1, DIG2'

'Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
few-shot,TRAPP II complex,Saccharomyces cerevisiae (Budding yeast),"The TRAPP II complex, or homologous forms, are also found in other eukaryotes including Drosophila melanogaster and plants, but its composition and predominant characterization are best defined in S. cerevisiae[3][5].","Acts as a multi-subunit tethering complex in Saccharomyces cerevisiae, primarily mediating vesicle tethering during intra-Golgi, endosome-to-Golgi, and Golgi-exit trafficking. It functions specifically at the late Golgi and is essential for cell viability. The TRAPP II complex also plays a role in cytokinesis by associating with secretory vesicles at the division site[2][3][4][5].","- Core TRAPP subunits: Bet3p, Bet5p, Trs20p, Trs23p, Trs31p, Trs33p, Trs65p
- TRAPP II-specific subunits: Trs120p, Trs130p[3][4]","- BET3 (Bet3p)
- BET5 (Bet5p)
- TRS20 (Trs20p)
- TRS23 (Trs23p)
- TRS31 (Trs31p)
- TRS33 (Trs33p)
- TRS65 (Trs65p)
- TRS120 (Trs120p)
- TRS130 (Trs130p)[2][3][4]

Self",(0.93 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.279 + 0.27 + 0.25 + 0.15 = **0.949**
few-shot,mu-Calpain complex,Human,Mouse,"The mu-Calpain complex (also known as calpain-1) is a calcium-dependent cysteine protease involved in regulated proteolysis of specific substrates. It plays important roles in processes such as cell migration, cytoskeletal remodeling, cell motility, cell cycle progression, and cell-type-specific activities like neuronal long-term potentiation and muscle remodeling. In particular, knockdown of mu-calpain in human cells impairs cell migration by affecting cytoskeletal proteins like filamin and talin[1][2][4]. Its activity is tightly regulated by calcium and post-translational modifications such as phosphorylation[1][4].","- Calpain-1 catalytic subunit (CAPN1)
- Calpain small regulatory subunit (CAPNS1) (shared with m-calpain)[1][4]","- CAPN1 (calpain 1, catalytic subunit)
- CAPNS1 (calpain small subunit 1)

Self","Consistency across sources: Human mu-calpain composition, genes, and function are consistently described, with some references to shared features across calpains (0.95).  
Supporting experimental data: Functional studies (including RNA interference and rescue assays) specifically support roles in migration and cytoskeletal regulation (0.95).  
Protein-gene mapping: Protein and gene mapping is clear and unambiguous (1.0).  
Organism-specificity: Information is tailored to human, where the complex is most prominent, though it is also found in mouse (0.95).

Self Confidence Score Equation:  
\[
(0.95 \times 0.3) + (0.95 \times 0.3) + (1.0 \times 0.25) + (0.95 \times 0.15) = 0.285 + 0.285 + 0.25 + 0.1425 = \textbf{0.9625}
\]"
contextual,mu-Calpain complex,"Human'  
'","Mouse, rat, bovine, pig, hamster, rabbit'[5]  
'","Calcium-dependent, non-lysosomal cysteine protease that mediates limited proteolysis of substrates involved in cytoskeletal remodeling, signal transduction, cell mobility, cell cycle progression, memory, and apoptotic cell death. Activity is tightly regulated by calcium influx and post-translational modifications, and the complex is cytosolic, mainly found in the cell bodies and dendrites of neurons, as well as platelets, erythrocytes, and various tissues.'[1][3][4][5]  
'","Calpain 1 (large catalytic subunit), Calpain small subunit 1 (common regulatory subunit)'[3][4][5]  
'","CAPN1 (Calpain 1, large subunit), CAPNS1 (Calpain small subunit 1)'[2][3][4][5]  
'Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**'
contextual,CMG helicase complex,"Saccharomyces cerevisiae'  
'","Humans, Drosophila melanogaster, C. elegans, Mice'  
'","The CMG helicase complex is the primary eukaryotic replicative helicase, responsible for unwinding duplex DNA at the replication fork during DNA replication. It forms the core of the replisome, encircling and translocating along the leading-strand template to separate parental DNA strands, thus facilitating polymerase progression and accurate genome duplication.'  
'","Cdc45, Mcm2, Mcm3, Mcm4, Mcm5, Mcm6, Mcm7, Psf1, Psf2, Psf3, Sld5'  
'","CDC45, MCM2, MCM3, MCM4, MCM5, MCM6, MCM7, PSF1, PSF2, PSF3, SLD5'  
'Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
few-shot,20S mitochondrial small ribosomal subunit,Human,Mouse,"The mitochondrial small ribosomal subunit (mt-SSU) plays a crucial role in mitochondrial protein synthesis. It is responsible for binding mRNA and tRNA to ensure accurate initiation and decoding of genetic information[1]. The mt-SSU provides the platform for mRNA binding and decoding, and is directly involved in the recruitment and decoding of mitochondrial mRNAs[4]. It also plays a key role in the formation of the initiation complex, which requires interaction with mRNA, initiator tRNA, and initiation factors[2]. The mt-SSU functions as part of the complete mitochondrial ribosome (mitoribosome), which synthesizes proteins responsible for oxidative phosphorylation in the mitochondrial inner membrane[3].","The human mitoribosomal small subunit consists of 31 mitochondrial ribosomal proteins (MRPs), numbered S2 to S39 (with gaps)[4]. Of these 31 MRPs, 15 are homologous to bacterial ribosomal proteins, most of which have acquired mitochondria-specific N-terminal and/or C-terminal amino acid extensions[4]. Six bacterial ribosomal proteins (S1, S4, S8, S13, S19, and S20) do not have homologs in the mitoribosomal small subunit[4]. The remaining 16 MRPs are mitochondria-specific with no bacterial homologs[4].","The search results do not provide a comprehensive list of the genes corresponding to all mitoribosomal proteins. However, it is mentioned that METTL15 is a gene involved in the modification of 12S rRNA in the mouse mitoribosomal small subunit[5]. The mitochondrial initiation factor (mt-IF-2) also plays a role in the assembly of the mitoribosomal small subunit[3].

Self","(0.70 × 0.3) + (0.60 × 0.3) + (0.50 × 0.25) + (0.90 × 0.15) = 0.21 + 0.18 + 0.125 + 0.135 = **0.65**

The confidence score reflects limitations in the search results, particularly regarding the comprehensive listing of all proteins and their corresponding genes. While there is good information about the complex's function and structural characteristics, specific details about the complete protein-gene mapping are lacking. The search results provide more information about the human mitoribosomal small subunit, supporting high confidence in the organism specificity."
few-shot,Cardiac troponin complex,Human,Present in other vertebrates with cardiac and skeletal muscle systems,"The cardiac troponin complex plays a crucial role in muscle contraction regulation in the heart. It functions as a calcium-dependent molecular switch that controls the interaction between actin and myosin filaments. When calcium binds to the troponin C subunit, it causes a conformational change that exposes binding sites for myosin on the actin filaments, allowing crossbridge formation and initiating muscle contraction. This complex is integral to connecting changes in intracellular Ca²⁺ concentration with the generation of cardiac muscle contraction.[1][3]","- Troponin C (TnC) - the calcium-binding subunit
- Troponin I (TnI) - the inhibitory subunit
- Troponin T (TnT) - the tropomyosin-binding subunit[1][3]","- TNNC1 (for cardiac Troponin C)
- TNNI3 (for cardiac Troponin I)
- TNNT2 (for cardiac Troponin T)

Self",(0.9 × 0.3) + (0.85 × 0.3) + (0.8 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2 + 0.15 = **0.875**
