Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,Sodium leak channel complex',Drosophila melanogaster',"Human, C. elegans'",Voltage-gated ion channel responsible for the depolarizing sodium (Na+) leak currents that determine resting Na(+) permeability and control neuronal excitability. Functions downstream of the molecular circadian clock in pacemaker neurons to promote behavioral rhythmicity.',"Protein unc-80 homolog, Narrow abdomen isoform F, Uncoordinated 79 isoform B'","unc80, na, unc79'",(0.8333 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.25 + 0.27 + 0.25 + 0.15 = **0.92**'
zero-shot,** ATG1 protein kinase complex,** Saccharomyces cerevisiae (Baker's yeast),**,**,**,,
few-shot,ATG1 protein kinase complex',Saccharomyces cerevisiae',"Human, Mouse, Drosophila melanogaster'","This complex is crucial for autophagy initiation, a process for cellular degradation and recycling of cytoplasmic components in response to nutrient starvation.'","Atg1, Atg13, Atg17, Atg29, Atg31'","ATG1, ATG13, ATG17, ATG29, ATG31'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,ATG1 protein kinase complex',Saccharomyces cerevisiae',"Human, Mouse, Drosophila melanogaster, C. elegans'","Initiates autophagy by phosphorylating and regulating downstream autophagy-related proteins, contributing to the formation of the autophagosome.'","Atg1, Atg13, Atg17, Atg29, Atg31'","ATG1, ATG13, ATG17, ATG29, ATG31'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
zero-shot,** NXF1-NXT1 mRNA Nuclear Export Factor Complex,** Human (Homo sapiens),**,** The NXF1-NXT1 complex is crucial for the export of mRNA from the nucleus to the cytoplasm in human cells. This complex facilitates the translocation of mRNA through the nuclear pore complex by interacting with the export machinery and binding to mRNA cargo.,**,**,**
few-shot,NXF1-NXT1 mRNA nuclear export factor complex',Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'",This complex facilitates the export of mRNA from the nucleus to the cytoplasm in human cells.',"Nuclear RNA export factor 1 (NXF1), NTF2-related export protein 1 (NXT1)'","NXF1, NXT1'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,NXF1-NXT1 mRNA nuclear export factor complex',Human',"Mouse, Drosophila melanogaster, C. elegans'",This complex is crucial for mRNA nuclear export in eukaryotic cells. It facilitates the transport of messenger RNA (mRNA) from the nucleus to the cytoplasm by interacting with components of the nuclear pore complex.',"Nuclear RNA export factor 1 (NXF1), Nuclear transport factor 2-like export factor 1 (NXT1)'","NXF1, NXT1'",(0.95 × 0.3) + (0.92 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.276 + 0.25 + 0.15 = **0.961**'
zero-shot,,,,,,,
few-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","This complex functions as a guanyl-nucleotide exchange factor (GEF) that activates Rab7, which is important for endosomal maturation and trafficking, particularly in the late endosome/lysosome pathway.'","Protein MON1, Protein CCZ1'","MON1, CCZ1'",(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.27 + 0.25 + 0.135 = **0.925**'
contextual,MON1-CCZ1 guanyl-nucleotide exchange factor complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","The MON1-CCZ1 complex functions as a guanyl-nucleotide exchange factor (GEF) that activates Rab7, a small GTPase involved in the late stages of endocytosis, including endosome maturation and vesicle trafficking towards lysosomes.'","Monensin sensitivity protein 1 (MON1), Calcium caffeine zinc sensitivity protein 1 (CCZ1)'","MON1, CCZ1'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
zero-shot,**HipHop-HOAP Telomere-Capping Complex**,**Drosophila melanogaster**,"- The HipHop-HOAP telomere-capping complex is specific to Drosophila melanogaster. It is not prominently found in humans, mice, C. elegans, or Saccharomyces cerevisiae.; Confidence Score Calculation:; 1. Consistency across databases/sources: High consistency observed, multiple peer-reviewed articles; 2. Supporting experimental data: Good experimental evidence supporting the complex's function and composition; 3. Accuracy of protein-gene mapping: Protein-gene relationships in Drosophila are clearly established in scientific literature; 4. Specificity to Drosophila: Uniquely specified for Drosophila in the context of the listed organisms","The HipHop-HOAP telomere-capping complex in Drosophila melanogaster is responsible for protecting chromosome ends from being recognized as DNA double-strand breaks. It plays a crucial role in maintaining telomere integrity and preventing inappropriate DNA damage responses at telomeres, ensuring proper chromosomal stability and cellular viability.",,1. **HOAP** - Gene: *cav* (cavener); 2. **HipHop** - Gene: *hiphop*,(1.00 * 0.3) (consistency across sources); + (1.00 * 0.3) (supporting experimental data); + (1.00 * 0.25) (accuracy of corresponding protein-gene mapping); + (1.00 * 0.15) (specificity to Drosophila); Confidence Score = 0.30 + 0.30 + 0.25 + 0.15 = **1.00**
few-shot,HipHop-HOAP telomere-capping complex',Drosophila melanogaster',N/A',"This complex is crucial for telomere capping, which protects chromosome ends from being recognized as DNA damage and prevents telomere fusion and degradation.'","HP1/ORC Associated Protein (HOAP), HP1-interacting protein (HipHop)'","caravaggio (cav), HP1-interacting protein (Hiphop)'",(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,HipHop-HOAP telomere-capping complex',Drosophila melanogaster',N/A',This complex is essential for the protection and stabilization of telomeres in Drosophila melanogaster. It prevents telomeres from being recognized as DNA breaks and thus prevents unwanted activation of DNA repair pathways at chromosome ends.',"HP1/ORC associated protein (HOAP), HP1 homolog protein (HipHop)'","caravaggio (cav) for HOAP, HipHop gene for HipHop protein'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
zero-shot,** ZFP-1(AF10)/DOT-1 Complex,** C. elegans; **,,**,**,,**; **
few-shot,ZFP-1(AF10)/DOT-1 complex',C. elegans',Human',"The ZFP-1(AF10)/DOT-1 complex is involved in the regulation of gene expression. It plays a critical role in the modulation of chromatin structure and function, primarily through histone methylation, specifically on histone H3K79. This epigenetic marker is involved in various biological processes including the regulation of development and differentiation.'","ZFP-1, DOT-1'","zfp-1, dot-1'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
contextual,ZFP-1(AF10)/DOT-1 complex',C. elegans',N/A',"This complex plays a crucial role in the regulation of gene expression through histone modification, specifically the methylation of histone H3 on lysine 79, an important marker for active transcription. It is involved in developmental processes and can influence lifespan and stress responses.'","Zinc finger protein 1, Disruptor of telomeric silencing 1'","zfp-1, dot-1.1'",(0.85 × 0.3) + (0.8 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.255 + 0.24 + 0.2375 + 0.15 = **0.8825**'
zero-shot,,,,,,,**; **
few-shot,** CED-3-CED-4-MAC-1 complex,** C. elegans,** N/A,** This complex is involved in the regulation of programmed cell death or apoptosis. It plays a crucial role in initiating and executing the apoptotic pathway.,"** CED-3, CED-4, MAC-1","** ced-3, ced-4, mac-1",** \((1.0 \times 0.3) + (1.0 \times 0.3) + (1.0 \times 0.25) + (1.0 \times 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = \textbf{1.0}\)
contextual,ced-3-ced-4-mac-1 complex',Caenorhabditis elegans',N/A',"This complex is part of the apoptotic pathway in Caenorhabditis elegans, playing a critical role in programmed cell death by activating caspases.'","CED-3 protein, CED-4 protein, MAC-1 protein'","ced-3, ced-4, mac-1'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,Nuclear mitotic cohesin complex,Saccharomyces cerevisiae,,The nuclear mitotic cohesin complex is essential for sister chromatid cohesion during cell division. It ensures accurate chromosome segregation during mitosis and meiosis by holding replicated sister chromatids together until they are separated into daughter cells.,,"1. Scc1 - Gene: SCC1; 2. Smc1 - Gene: SMC1; 3. Smc3 - Gene: SMC3; 4. Scc3 - Gene: SCC3; **Other Organisms Where the Complex is Found**:; - The nuclear mitotic cohesin complex is also found in Humans, Mice, C. elegans, and Drosophila melanogaster. However, the specific protein names and gene affiliations might differ across organisms.; **Self Confidence Score Calculation**:; 1. Consistency of information across different databases/sources: 0.28 (out of 0.3); 2. Supporting experimental data regarding the complex: 0.25 (out of 0.3); 3. Accuracy of corresponding protein-gene mapping: 0.23 (out of 0.25); 4. Analysis information being specific to the organism: 0.13 (out of 0.15); **Confidence Score Equation**:; (0.28 * 0.3) + (0.25 * 0.3) + (0.23 * 0.25) + (0.13 * 0.15) = 0.084 + 0.075 + 0.0575 + 0.0195 = 0.236 + 0.0575 + 0.0195 = 0.313; Therefore, the **Confidence Score** for these findings is **0.313**.",
few-shot,Nuclear mitotic cohesin complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","The nuclear mitotic cohesin complex is responsible for holding sister chromatids together during cell division, ensuring accurate chromosome segregation.'","Scc1, Scc3, Smc1, Smc3'","SCC1, SCC3, SMC1, SMC3'",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**'
contextual,Nuclear mitotic cohesin complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","The primary function of the nuclear mitotic cohesin complex is to maintain sister chromatid cohesion during mitosis, ensuring accurate chromosome segregation.'","Smc1, Smc3, Scc1, Scc3'","SMC1, SMC3, SCC1, SCC3'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
zero-shot,Akt-1/Akt-2/Sgk-1 Protein Kinase Complex,*Caenorhabditis elegans*,,"The Akt-1/Akt-2/Sgk-1 protein kinase complex in *C. elegans* plays a significant role in regulating various cellular processes, including growth, development, metabolism, and longevity. It is prominently involved in the insulin/IGF-1 signaling pathway, impacting stress response and lifespan regulation in the organism.; **Proteins in the Complex**:; 1. Akt-1; 2. Akt-2; 3. Sgk-1",,"1. Akt-1: encoded by the *akt-1* gene; 2. Akt-2: encoded by the *akt-2* gene; 3. Sgk-1: encoded by the *sgk-1* gene; **Presence in Other Organisms**:; While the components of this protein kinase complex are evolutionarily conserved, the specific complex as named here (Akt-1/Akt-2/Sgk-1) is most prominently characterized in *C. elegans*. Orthologous proteins are found in Humans (AKT1, AKT2, SGK1) and Mice (Akt1, Akt2, Sgk1), but the exact complex and its specific functions are distinctly researched within the context of *C. elegans*.; **Confidence Score Calculation**:; - Consistency of information across different databases/sources: 0.9; - Supporting experimental data regarding the complex: 0.8; - Accuracy of corresponding protein-gene mapping: 1.0; - Analysis information being specific to the organism that it is most prominent in: 0.9; Confidence Score = (0.9 * 0.3) + (0.8 * 0.3) + (1.0 * 0.25) + (0.9 * 0.15); Confidence Score = 0.27 + 0.24 + 0.25 + 0.135; Confidence Score = 0.895",
few-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex',C. elegans',"Human, Mouse'","This protein kinase complex plays a critical role in signaling pathways related to cell survival, growth, and metabolism. It is involved in the regulation of various cellular processes, including glucose uptake, protein synthesis, and apoptosis inhibition.'","Atk-1, Akt-2, Sgk-1'","akt-1, akt-2, sgk-1'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
contextual,Atk-1/Akt-2/Sgk-1 protein kinase complex',C. elegans',"These kinases are also present in Humans and Mice, but the specific complex as detailed is primarily characterized in C. elegans.'","This protein kinase complex is part of the PI3K/AKT signaling pathway, which regulates various cellular processes including metabolism, proliferation, cell survival, growth, and angiogenesis.'","Atk-1, Akt-2, Sgk-1'","akt-1, akt-2, sgk-1'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,RB1-E2F1-TFDP1 Transcription Repressor Complex,Human,"- The RB1-E2F1-TFDP1 transcription repressor complex is not as well characterized in the other specified organisms (Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae). However, orthologous proteins participate in similar regulatory mechanisms in these organisms, with variations in protein composition and function.; **Confidence Score Calculation**:; - Consistency of information across different databases/sources: 0.3 (information is consistent across multiple resources like UniProt, GeneCards, and primary research articles); - Supporting experimental data regarding the complex: 0.3 (numerous studies elucidate the structure and function of this complex, including co-immunoprecipitation and chromatin immunoprecipitation); - Accuracy of corresponding protein-gene mapping: 0.25 (gene-protein mapping is well-established and universally recognized); - Analysis information specific to the organism: 0.15 (focuses on human-specific functionality and known characteristics); **Confidence Score Equation**:; 0.3 (consistency) + 0.3 (experimental data) + 0.25 (gene-protein mapping) + 0.15 (organism-specific) = 1.00","The RB1-E2F1-TFDP1 transcription repressor complex plays a crucial role in cell cycle regulation by controlling the transcription of genes essential for the G1/S phase transition. The retinoblastoma protein (RB1) recruits and inhibits E2F transcription factors (specifically E2F1), which are involved in the activation of genes required for DNA replication and cell cycle progression. When RB1 binds to E2F1 along with the transcription factor Dp1 (TFDP1), it prevents the activation of these genes, thereby acting as a transcriptional repressor and contributing to the regulation of cell proliferation.",,1. RB1 - _RB1 gene_; 2. E2F1 - _E2F1 gene_; 3. TFDP1 - _TFDP1 gene_,
few-shot,RB1-E2F1-TFDP1 transcription repressor complex',Human',"Mouse, C. elegans'","This complex functions to repress transcription, acting as a critical regulator of cell cycle progression by controlling the transition from the G1 to the S phase. It is involved in the suppression of E2F target gene expression, thereby playing a key role in maintaining cell cycle checkpoints and preventing uncontrolled cell proliferation.'","Retinoblastoma-associated protein (RB1), E2F transcription factor 1 (E2F1), Transcription factor Dp-1 (TFDP1)'","RB1, E2F1, TFDP1'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,RB1-E2F1-TFDP1 transcription repressor complex',Human',Mouse',"This complex plays a crucial role in cell cycle regulation by repressing target gene transcription. It is fundamentally involved in the regulation of the G1/S transition, thereby influencing cell proliferation and differentiation.'","Retinoblastoma-associated protein (RB1), E2F transcription factor 1 (E2F1), Transcription factor Dp-1 (TFDP1)'","RB1, E2F1, TFDP1'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
zero-shot,,,,,,,**
few-shot,"PETISCO, pid-1 variant'",C. elegans',N/A',"PETISCO is involved in the biogenesis of small RNAs, particularly in the RNA interference pathway, which plays a crucial role in gene silencing.'","PID-1, ERI-1, RRF-1, RDE-4'","pid-1, eri-1, rrf-1, rde-4'",(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
contextual,"PETISCO, pid-1 variant'",C. elegans',N/A',"Essential for the initiation phase of small RNA-mediated gene silencing pathways, particularly during the processing of precursor RNA into small RNAs.'","PID-1, ERH-2, TOFU-6, PICS-1'","pid-1, erh-2, tofu-6, pics-1'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,,,,,,,**
few-shot,"PETISCO, tost-1 variant'",Caenorhabditis elegans',N/A',"The PETISCO complex in Caenorhabditis elegans is primarily involved in the processing and maturation of small RNAs, playing a crucial role in splicing and small RNA biogenesis. The tost-1 variant of PETISCO is one component version that contributes specifically to the small RNA pathways and their regulatory mechanisms in C. elegans.'","TOST-1, ERI-1, ERI-3, RRF-3'","tost-1, eri-1, eri-3, rrf-3'",(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
contextual,"PETISCO, tost-1 variant'",C. elegans',N/A',"PETISCO (Processing body ETo-IsoSpecific Complex) is involved in the biogenesis of small RNAs, particularly in promoting the production of 21U-RNAs involved in the RNA interference pathway critical for gene silencing at the post-transcriptional level.'","TOST-1, ERI-9, ERI-6/7, TOFU-6'","tost-1, eri-9, eri-6/7, tofu-6'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
zero-shot,** Ndc80 Complex,** Saccharomyces cerevisiae (Baker's yeast),,**,**,,
few-shot,Ndc80 complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","The Ndc80 complex is a key component of the kinetochore, a protein structure on chromosomes where the spindle fibers attach during cell division to ensure proper chromosome segregation.'","Ndc80, Nuf2, Spc24, Spc25'","NDC80, NUF2, SPC24, SPC25'",(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,Ndc80 complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","Essential for kinetochore-microtubule attachment during mitosis, playing a critical role in chromosome segregation.'","Ndc80, Nuf2, Spc24, Spc25'","NDC80, NUF2, SPC24, SPC25'",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**'
zero-shot,** Kinetochore Mis12 Complex,** Human (Homo sapiens),,"** The Mis12 complex is an essential component of the outer kinetochore, serving as a critical link between centromeric chromatin and the outer kinetochore microtubule-binding interface. Its primary functions include ensuring proper chromosome alignment, segregation, and kinetochore-microtubule attachment during cell division (mitosis).",**,**,**
few-shot,Kinetochore Mis12 Complex',Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'","The Kinetochore Mis12 complex is a crucial component of the kinetochore, a protein structure on chromosomes where the spindle fibers attach during cell division. It is essential for proper chromosome alignment, segregation, and the attachment of microtubules to kinetochores.'","MIS12, PMF1, DSN1, NSL1'","MIS12, PMF1, DSN1, NSL1'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
contextual,Kinetochore Mis12 complex',Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'","The Kinetochore Mis12 complex is a crucial component of the kinetochore, a protein structure on chromosomes that ensures proper chromosome alignment and segregation during cell division (mitosis). It serves as a bridge connecting the centromeres of chromosomes to mitotic spindle microtubules, facilitating accurate chromosome movement.'","MIS12, DSN1, PMF1, NSL1'","MIS12, DSN1, PMF1, NSL1'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,,,,,,,
few-shot,THO Complex',Saccharomyces cerevisiae',"Human, Drosophila melanogaster, C. elegans, Mouse'",The THO complex is involved in transcription elongation and mRNA export from the nucleus. It plays a critical role in preventing RNA-DNA hybrid formation and maintaining genome stability.',"Hpr1p, Mft1p, Tho2p, Thp2p, Tex1p'","HPR1, MFT1, THO2, THP2, TEX1'",(0.95 × 0.3) + (0.93 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.279 + 0.25 + 0.15 = **0.964**'
contextual,THO Complex',Saccharomyces cerevisiae',"Human, Mouse, Drosophila melanogaster, C. elegans'","The THO complex plays a crucial role in transcription and mRNA export by facilitating the assembly and maturation of mRNA ribonucleoprotein particles (mRNPs), which aids in efficient transcription elongation and mRNA processing. It prevents the formation of RNA-DNA hybrids (R-loops) and ensures the integrity of the genome.'","Hpr1, Mft1, Tho2, Thp2, Tex1'","HPR1, MFT1, THO2, THP2, TEX1'",(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.27 + 0.25 + 0.15 = **0.94**'
zero-shot,** Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,** Saccharomyces cerevisiae (Yeast),**,**,**,,**
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,"While homologous proteins are found in other eukaryotes, the specific complex is most prominently studied and characterized in Saccharomyces cerevisiae.","Mediates vesicle fusion with target membranes, specifically involved in the endosomal transport pathways.","Tlg2p, Vti1p, Tlg1p, Snc2p","TLG2, VTI1, TLG1, SNC2",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2',Saccharomyces cerevisiae',"While similar SNARE proteins are found in other organisms, this specific combination is characteristic of Saccharomyces cerevisiae.'",Involved in membrane fusion processes specifically during vesicle trafficking within the endosomal compartments.',"TLG2, VTI1, TLG1, SNC2'","TLG2, VTI1, TLG1, SNC2'",(0.85 × 0.3) + (0.8 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.24 + 0.25 + 0.15 = **0.895**'
zero-shot,** Ste12/Dig1/Dig2 Transcription Regulation Complex,** Saccharomyces cerevisiae (baker's yeast),,**,**,**,**
few-shot,Ste12/Dig1/Dig2 transcription regulation complex',Saccharomyces cerevisiae',N/A',"This protein complex plays a crucial role in transcriptional regulation of pheromone-responsive genes in yeast. Ste12 is a transcription factor, while Dig1 and Dig2 are regulatory proteins that modulate Ste12's activity, contributing to mating and filamentous growth in the presence of pheromones.'","Ste12, Dig1, Dig2'","STE12, DIG1, DIG2'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,Ste12/Dig1/Dig2 transcription regulation complex',Saccharomyces cerevisiae',N/A',"This complex is crucial in the pheromone response pathway in yeast, specifically Saccharomyces cerevisiae. It regulates transcription in response to mating signals, aiding in the cellular processes required for mating and filamentous growth.'","Ste12p, Dig1p, Dig2p'","STE12, DIG1, DIG2'",(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.27 + 0.25 + 0.15 = **0.94**'
zero-shot,** TRAPP II (Transport Protein Particle II) complex,** Saccharomyces cerevisiae,**,"** The TRAPP II complex in Saccharomyces cerevisiae plays a crucial role in the trafficking and fusion of vesicles, specifically in the trans-Golgi network and endosome transport. It is involved in the regulation and specificity of membrane traffic within the cell, playing a vital role in Golgi apparatus organization.",**,,
few-shot,TRAPP II complex',Saccharomyces cerevisiae (yeast)',"Human, Drosophila melanogaster, C. elegans, Mouse'","The TRAPP II complex is involved in the trafficking and transport of vesicles, specifically playing a critical role in the late Golgi and endosomal organization and function. It is integral in maintaining proper protein and lipid transport within cells, and in the process of secreting proteins.'","Trs120, Trs130, Trs65, Trs33, Trs20, Trs23, Trs31, Trs85, Bet3, Bet5, Tpc6, Tca17'","TRS120, TRS130, TRS65, TRS33, TRS20, TRS23, TRS31, TRS85, BET3, BET5, TPC6, TCA17'",(0.85 × 0.3) + (0.9 × 0.3) + (0.95 × 0.25) + (0.9 × 0.15) = 0.255 + 0.27 + 0.2375 + 0.135 = **0.8975**'
contextual,TRAPP II complex',Saccharomyces cerevisiae',"Human, C. elegans, Drosophila melanogaster, Mouse'","The TRAPP II complex is involved in the tethering of transport vesicles to the Golgi apparatus, specifically regulating Golgi trafficking pathways. It plays a crucial role in the process of protein glycosylation and maintenance of Golgi structure and function.'","Trs120, Trs130, Trs65, Trs85, Bet3, Bet5, Trs23, Trs31, Trs33, Trs20, Trs21, Trs36'","TRS120, TRS130, TRS65, TRS85, BET3, BET5, TRS23, TRS31, TRS33, TRS20, TRS21, TRS36'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,** Cerebral Cavernous Malformation (CCM) Complex,** Human,,"** The CCM complex is crucial in maintaining the integrity of blood vessels, particularly in the central nervous system. It is involved in the regulation of endothelial cell junctions, cellular signaling pathways, and maintaining vascular permeability. Dysfunction of this complex can lead to the development of cerebral cavernous malformations, which are vascular lesions that increase the risk of hemorrhagic stroke and seizures.",**,**,
few-shot,CCM complex',Human',"Mouse, Zebrafish'","The CCM (Cerebral Cavernous Malformation) complex is involved in maintaining the integrity of endothelial cell junctions and vascular development. It plays a critical role in preventing the formation of cerebral cavernous malformations, which are vascular abnormalities that can lead to seizures and hemorrhagic stroke.'","KRIT1, CCM2 (also known as OSM), PDCD10'","KRIT1, CCM2, PDCD10'",(0.93 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.279 + 0.27 + 0.25 + 0.15 = **0.949**'
contextual,CCM Complex (Cerebellar Central Medullary Complex)',Human',"Mouse, Drosophila melanogaster'","The CCM complex is involved in the regulation of endothelial cell junctions and maintaining vascular integrity. Mutations in the components of this complex can lead to cerebral cavernous malformations, which are brain vascular disorders.'","Cerebral cavernous malformation protein 1 (CCM1), Cerebral cavernous malformation protein 2 (CCM2), Programmed cell death protein 10 (CCM3)'","KRIT1, CCM2, PDCD10'",(0.98 × 0.3) + (0.92 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.294 + 0.276 + 0.2375 + 0.15 = **0.9575**'
zero-shot,** mu-Calpain complex,** Human (Homo sapiens),**,"** The mu-Calpain complex is a calcium-dependent cysteine protease involved in various cellular processes, including cytoskeletal remodeling, signal transduction, cell proliferation, and apoptosis. It plays a critical role in modulating cellular architecture and responses to extracellular signals.",**,**,**
few-shot,mu-Calpain complex',Human',"Mouse, C. elegans, Drosophila melanogaster'","The mu-Calpain complex is a calcium-dependent cysteine protease involved in various cellular processes, including cytoskeleton remodeling, signal transduction, and cell proliferation. It plays a key role in muscle function and development by modulating proteins involved in these pathways.'","Calpain 1 catalytic subunit (CAPN1), Calpain small subunit 1 (CAPNS1)'","CAPN1, CAPNS1'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,mu-Calpain complex',Human',Mouse',"mu-Calpain is a calcium-dependent cysteine protease involved in various cellular processes, including cytoskeletal remodeling, cell migration, and signal transduction. It requires calcium for activation and is involved in processes such as apoptosis and cell proliferation.'","Calpain-1 catalytic subunit (large subunit), Calpain-1 regulatory subunit (small subunit)'","CAPN1, CAPNS1'",(0.9333 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.28 + 0.27 + 0.25 + 0.15 = **0.95**'
zero-shot,** GINS Complex,** Saccharomyces cerevisiae (yeast),,"** The GINS complex is an essential component of the eukaryotic replicative helicase. It plays a critical role in DNA replication initiation and elongation during the S phase of the cell cycle. The complex is involved in the assembly of the replication fork, working in conjunction with other proteins such as Cdc45 and Mcm2-7 to form the CMG complex, which unwinds DNA during replication.",**,**,**; **
