Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,LY96-TLR4 complex,Human,Mouse (Mus musculus),"The LY96 (MD-2)-TLR4 (Toll-like receptor 4) complex functions as a pattern recognition receptor complex that detects lipopolysaccharide (LPS), a component of Gram-negative bacterial cell walls. This recognition triggers downstream signaling pathways leading to innate immune responses, including cytokine production and inflammatory signaling. In humans, it plays a crucial role in recognizing bacterial infections and initiating immune defense mechanisms.","- LY96 (also known as MD-2); - TLR4; Corresponding Genes:; - LY96 gene (also known as LY96 or MD2); - TLR4 gene; Supporting Experimental Data: The LY96-TLR4 complex is well-characterized in human and mouse models through various biochemical and structural studies, including crystallography and functional assays. The complex’s role in LPS recognition and immune activation has been extensively validated experimentally in these organisms.; Consistency Across Sources: Multiple reputable databases (e.g., UniProt, ImmPort, KEGG, BioGRID) consistently report this complex in humans and mice with detailed experimental evidence supporting their interaction and function.; Accuracy of Protein-Gene Mapping: The proteins LY96 and TLR4 are accurately mapped to the LY96 (LY96 or MD2) and TLR4 genes respectively, which are well-annotated in human genome databases.; Specificity to Organism: The detailed structural and functional characterization is most prominent and specific in humans, with analogous data also available for mice, but most comprehensive experimental validation exists in human models.",,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) =; 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,"The RAD6-RAD18 complex or homologous functionally analogous complexes are also present in humans, mice, C. elegans, and Drosophila melanogaster, but the specific complex as characterized is most prominent and well-studied in Saccharomyces cerevisiae.","The RAD6-RAD18 complex functions primarily in post-replication repair and translesion synthesis by ubiquitinating PCNA (proliferating cell nuclear antigen), thereby facilitating DNA damage tolerance pathways in Saccharomyces cerevisiae. It promotes monoubiquitination of PCNA at lysine 164, which signals the recruitment of translesion synthesis polymerases to bypass lesions during DNA replication.",- Rad6 (E2 ubiquitin-conjugating enzyme); - Rad18 (E3 ubiquitin ligase),- RAD6 (YHR174W); - RAD18 (YHR092W),(0.3 * 1.00) + (0.3 * 0.95) + (0.25 * 1.00) + (0.15 * 1.00) = 0.30 + 0.285 + 0.25 + 0.15 = **0.985**
few-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae (Baker's yeast),"Human, Mouse, C. elegans, Drosophila melanogaster","In *Saccharomyces cerevisiae*, this complex is primarily responsible for mediating post-replication repair by monoubiquitinating PCNA (proliferating cell nuclear antigen). This modification signals translesion synthesis polymerases to bypass DNA lesions and facilitates DNA damage tolerance mechanisms, particularly during S-phase.",- Rad6 (E2 ubiquitin-conjugating enzyme); - Rad18 (E3 ubiquitin ligase),- RAD6 (YOL084W); - RAD18 (YNL099C),(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.27 + 0.25 + 0.15 = **0.92**
contextual,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,"Human (primarily in context of homologous machinery, but the exact complex components differ), very limited in Drosophila melanogaster, and absent or less characterized in C. elegans and mouse.","In Saccharomyces cerevisiae, the RAD6-RAD18 complex mediates post-replication DNA damage tolerance by monoubiquitinating PCNA (Proliferating Cell Nuclear Antigen) at lysine 164. This modification facilitates lesion bypass through translesion synthesis or template switching, thereby promoting DNA replication fidelity after DNA damage.",- Rad6 (an E2 ubiquitin-conjugating enzyme); - Rad18 (an E3 ubiquitin ligase),- RAD6 (also named UBC13 in some contexts for homologs); - RAD18,"( ((0.9 × 0.3) + (0.9 × 0.3)) + (1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) ); = (0.27 + 0.27) + 0.3 + 0.3 + 0.25 + 0.15; = 0.54 + 0.3 + 0.3 + 0.25 + 0.15; = 1.54; Since the maximum sum is 1.0, normalize the score by dividing by 1.54:; Adjusted confidence score ≈ 1.0; **Final confidence score: 1.00**"
zero-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,"Not prominently found in Human, Mouse, C. elegans, or Drosophila melanogaster.",Regulates phosphate metabolism and transcriptional response to phosphate availability by phosphorylating target proteins involved in phosphate assimilation and metabolic regulation in Saccharomyces cerevisiae.,- CDK: Pho85; - Cyclin: Pho80,- PHO85 gene (encoding Pho85); - PHO80 gene (encoding Pho80),(0.3 * 1.00) + (0.3 * 0.9) + (0.25 * 1.00) + (0.15 * 1.00) = 0.30 + 0.27 + 0.25 + 0.15 = **0.97**
few-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,This specific CDK-cyclin complex (PHO85-PHO80) is primarily studied in S. cerevisiae; homologous complexes in higher eukaryotes do not have direct orthologs with identical functional pairing but similar kinase-cyclin modules exist.,"In Saccharomyces cerevisiae, the PHO85-PHO80 complex functions as a cyclin-dependent kinase (CDK) and cyclin pair that regulates phosphate assimilation, utilizing phosphorylation of target proteins to control gene expression, phosphate transporter activity, and broader phosphate metabolism processes.",- PHO85 (Cyclin-dependent kinase 5 homolog); - PHO80 (Cyclin B homolog),- PHO85 gene (YLR381W); - PHO80 gene (YNL148W),
contextual,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,"Though best characterized in S. cerevisiae, homologous complexes are present in other fungi such as Schizosaccharomyces pombe; in higher eukaryotes, analogous CDK-cyclin complexes exist but with distinct functions and protein names.","The PHO85-PHO80 complex functions primarily as a cyclin-dependent kinase (CDK) complex involved in phosphate regulation, nucleotide metabolism, and cell cycle progression. It regulates phosphate-responsive gene expression by phosphorylating specific transcription factors, thereby modulating phosphate acquisition and utilization.",,,
zero-shot,DNA polymerase epsilon (Pol ε) complex,Homo sapiens (Human),"The complex is conserved and found in Mouse (Mus musculus); it is also present in Saccharomyces cerevisiae, Drosophila melanogaster, and Caenorhabditis elegans, but the prominence and detailed characterization are most established in humans.","The DNA polymerase epsilon complex primarily functions in the leading-strand DNA synthesis during DNA replication, contributing to high-fidelity DNA replication and genome stability in humans.",- POLE (the catalytic subunit); - PDCE1 (Polymerase epsilon subunit A); - POLE2 (Polymerase epsilon subunit B); - POLE3 (Polymerase epsilon subunit C); - POLE4 (Polymerase epsilon subunit D),"- POLE; - POLD1 (though POLD1 encodes delta, not epsilon; included here as a point of clarification—mainly, the key genes are POLE, POLD2, POLD3, POLD4 for delta; for epsilon, the primary genes are POLE, POLD2, POLD3, POLE4); - POLE (gene for catalytic subunit); - POLD1 (alternative or associated subunits; note that primarily in many references, the key gene for the catalytic subunit is POLE)",0.90
few-shot,DNA polymerase epsilon (Pol ε) complex,Human,Mouse (Mus musculus),"In humans, DNA polymerase epsilon (Pol ε) is primarily responsible for leading-strand DNA synthesis during replication, contributing to high-fidelity genome duplication. It also plays roles in DNA repair and cell cycle regulation.","- POLD1 (DNA polymerase delta catalytic subunit); - POLE (DNA polymerase epsilon catalytic subunit); - POLE2 (DNA polymerase epsilon 2 subunit); - POLD2 (DNA polymerase delta 2 subunit); - POLD3 (DNA polymerase delta 3 subunit); - CDC45 (cell division cycle 45); - MCM2-7 complex components (e.g., MCM2, MCM3, etc.); - GINS complex components (e.g., GINS1, GINS2, GINS3, GINS4)","- POLE (gene encoding DNA polymerase epsilon catalytic subunit); - POLD1 (gene encoding DNA polymerase delta catalytic subunit; more typically associated with Pol δ, but often studied alongside Pol ε); - POLE2; - POLD2; - POLD3; - CDC45; - GINS1-4; - MCM2-7 complex genes (MCM2, MCM3, MCM4, MCM5, MCM6, MCM7)",(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.00 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
contextual,DNA polymerase epsilon complex,Human,Mouse (Mus musculus),"In humans, DNA polymerase epsilon (Pol ε) is primarily responsible for leading strand DNA synthesis during replication, ensuring high processivity and fidelity. It also has roles in DNA repair and replication checkpoint activation.","- POLE (DNA polymerase epsilon catalytic subunit); - POLD2 (DNA polymerase delta 2, accessory subunit of Pol ε in humans); - POLD3 (DNA polymerase delta 3, accessory subunit of Pol ε in humans); - CDC45 (origin activation factor, interacts with Pol ε during replication initiation); - GINS complex components (GINS1-4, form part of the replisome interacting partners)","- POLE (encoding the catalytic subunit); - POLD2 (encoding the B subunit); - POLD3 (encoding the D3 subunit); - CDC45 (gene: CDC45); - GINS1, GINS2, GINS3, GINS4 (genes: GINS1, GINS2, GINS3, GINS4); Note:; While human Pol ε is well-characterized, the mouse homologs are highly conserved, and the complex’s composition is similar, including the core catalytic subunit POLE and accessory subunits. Both organisms share these core components and associated replication factors.",(0.95 × 0.3) + (0.85 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.225 + 0.15 = **0.915**
zero-shot,TRAPP (Transport Protein Particle) complex,Human (Homo sapiens),"The TRAPP complex is also conserved in Saccharomyces cerevisiae (yeast). It is less well-characterized in Drosophila melanogaster, M. musculus (mouse), and C. elegans","The TRAPP complex primarily mediates ER-to-Golgi and intra-Golgi vesicular transport, acting as a guanine nucleotide exchange factor (GEF) for Rab GTPases, especially Rab1, thereby facilitating vesicle budding, transport, and tethering processes specific to the human cellular context.",- TRAPPC1; - TRAPPC2; - TRAPPC3 (also known as Bet3); - TRAPPC4; - TRAPPC5; - TRAPPC6A (or TRAPPC6); - TRAPPC6B (a paralog); - TRAPPC7; - TRAPPC8,- TRAPPC1 (Gene: TRAPPC1); - TRAPPC2 (Gene: TRAPPC2); - TRAPPC3 (Gene: TRAPPC3); - TRAPPC4 (Gene: TRAPPC4); - TRAPPC5 (Gene: TRAPPC5); - TRAPPC6A (Gene: TRAPPC6A); - TRAPPC6B (Gene: TRAPPC6B); - TRAPPC7 (Gene: TRAPPC7); - TRAPPC8 (Gene: TRAPPC8),(Consistency: 0.3 * 1.0) + (Experimental support: 0.3 * 0.9) + (Gene-protein mapping: 0.25 * 0.95) + (Organism specificity: 0.15 * 1.0) = 0.3 + 0.27 + 0.2375 + 0.15 = **0.8575**
few-shot,Human Golgi Transport Complex (also known as the TRAPPII complex),Human,"Mouse (most similar composition), Saccharomyces cerevisiae (conserved homologs), Drosophila melanogaster (homologs identified), C. elegans (homologs identified)","The human TRAPPII complex is a multisubunit tethering complex involved in the late stages of vesicle trafficking from the Golgi to endosomes and the plasma membrane. It facilitates the formation, tethering, and fusion of transport vesicles, playing a key role in maintaining Golgi function and protein sorting.","TRAPPC2, TRAPPC3, TRAPPC4, TRAPPC5, TRAPPC6A, TRAPPC8, TRAPPC9, TRAPPC10, TRAPPC11, TRAPPC12, TRAPPC13","TRAPPC2, TRAPPC3, TRAPPC4, TRAPPC5, TRAPPC6A, TRAPPC8, TRAPPC9, TRAPPC10, TRAPPC11, TRAPPC12, TRAPPC13",(0.92 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.15)
contextual,Golgi Transport Complex (specifically the COG complex); ** Golgi Transport Complex (COG complex),Saccharomyces cerevisiae; ** Saccharomyces cerevisiae,"The COG complex is also found in humans and Drosophila melanogaster. In humans, orthologs are COG1 to COG8; in Drosophila, homologs are similarly conserved.; ** Human, Drosophila melanogaster","The conserved oligomeric Golgi (COG) complex in S. cerevisiae functions as a tethering factor mediating retrograde Golgi trafficking, essential for maintaining Golgi cisternal structure and efficient vesicular transport of Golgi enzymes and proteins.; ** Mediates retrograde Golgi trafficking, maintaining Golgi structure and function via vesicle tethering.","The complex consists of eight subunits: Cog1p, Cog2p, Cog3p, Cog4p, Cog5p, Cog6p, Cog7p, and Cog8p.; ** Cog1p, Cog2p, Cog3p, Cog4p, Cog5p, Cog6p, Cog7p, Cog8p","Corresponding genes in S. cerevisiae include COG1, COG2, COG3, COG4, COG5, COG6, COG7, and COG8.; ** COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8","(0.9 × 0.3) + (0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.3) + (0.9 × 0.25) + (0.9 × 0.25) + (0.85 × 0.25) + (0.9 × 0.25) + (1.0 × 0.15) =; 0.27 + 0.255 + 0.27 + 0.3 + 0.225 + 0.225 + 0.2125 + 0.225 + 0.15 = **2.0275**; Dividing by total weight sum (1.0 + 1.0 + 1.0 + 1.0 + 0.75 + 0.75 + 0.75 + 0.75 + 0.6 = 7.6)—but the scoring sum is directly composite, so normalizing:; Total weighted sum: 2.0275; Maximum possible total: sum of weights (assuming perfect data): 0.3 + 0.3 + 0.3 + 0.3 + 0.25 + 0.25 + 0.25 + 0.25 + 0.15 = 2.45; Confidence score = 2.0275 / 2.45 ≈ **0.827**; **Final Output:**; ---; ** **0.827**"
zero-shot,** GPI-anchor transamidase complex,**,**,**,**,**,**
few-shot,GPI-Anchor Transamidase Complex,Human,"The complex is conserved in mouse and C. elegans, but is most extensively characterized in humans.","Catalyzes the attachment of GPI (glycosylphosphatidylinositol) anchors to precursor proteins in the endoplasmic reticulum, enabling their surface attachment and functional localization on the cell membrane.","- PIGK (Phosphatidylinositol glycan anchor biosynthesis, class K); - PIGT (Phosphatidylinositol glycan anchor biosynthesis, class T); - PIGS (Phosphatidylinositol glycan anchor biosynthesis, class S); - GPAA1 (GPI anchor attachment protein 1); - PIGU (Phosphatidylinositol glycan anchor biosynthesis, class U); Corresponding Genes:; - PIGK gene; - PIGT gene; - PIGS gene; - GPAA1 gene; - PIGU gene",,(0.85 × 0.3) + (0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.15) = 0.255 + 0.27 + 0.255 + 0.1425 = **0.9225**
contextual,GPI-anchored protein transamidase complex,Human,"Mouse, Saccharomyces cerevisiae; - Mouse: The complex is conserved with similar proteins (e.g., PIGK, PIGS, PIGT, GPAA1, PIGU); - Saccharomyces cerevisiae: Homologous proteins exist with analogous functions, though the complex is functionally conserved.","This complex catalyzes the attachment of glycosylphosphatidylinositol (GPI) anchors to specific proteins in the endoplasmic reticulum (ER), facilitating their membrane localization. It cleaves the C-terminal signal peptide and simultaneously links the protein to GPI, playing a critical role in cell surface protein localization and function in human cells.","- PIGK (phosphatidylinositol glycan anchor biosynthesis, class K); - PIGS (phosphatidylinositol glycan anchor biosynthesis, class S); - PIGT (phosphatidylinositol glycan anchor biosynthesis, class T); - GPAA1 (glycosylphosphatidylinositol anchor attachment 1); - PIGU (phosphatidylinositol glycan anchor biosynthesis, class U); Corresponding Genes:; - PIGK gene; - PIGS gene; - PIGT gene; - GPAA1 gene; - PIGU gene",,(Consistency across databases: 0.90 × 0.30); (Supporting experimental data: 0.85 × 0.30); (Protein-gene mapping accuracy: 0.90 × 0.25); (Organism specificity: 1.00 × 0.15); Calculation:; 0.27 + 0.255 + 0.225 + 0.15 = **0.855**; **Final Confidence Score: 0.855**
zero-shot,Glycosylphosphatidylinositol-mannosyltransferase I complex,Homo sapiens (Human),"The Glycosylphosphatidylinositol-mannosyltransferase I complex is also found in Saccharomyces cerevisiae (yeast), but its prominence and detailed characterization are most established in humans.","Catalyzes the initial step in GPI-anchor biosynthesis by transferring a mannose to the GPI precursor, facilitating attachment of GPI anchors to proteins in the endoplasmic reticulum of human cells.","- PIG-M (Phosphatidylinositol glycan anchor biosynthesis, class M); - PIG-X (also known as PIG-Y in some annotations; accessory subunit in humans)",- PIGM (gene encoding PIG-M); - PIGX (gene encoding PIG-X),1.00 = (0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0)
few-shot,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,,"This enzyme complex catalyzes the initial step of GPI anchor biosynthesis in yeast by transferring mannose to GPI precursors. It plays a critical role in the attachment of GPI anchors to proteins, facilitating their membrane anchoring and proper cellular localization.",,,
contextual,Glycosylphosphatidylinositol-mannosyltransferase I complex,Human,Mouse (Mus musculus),"Catalyzes the transfer of mannose from dolichol-phosphate-mannose to GPI precursors during early GPI anchor biosynthesis in the endoplasmic reticulum, critical for GPI anchor attachment to proteins in human cells.","PIGM (GPI mannosyltransferase 1), PIGH (GPI mannosyltransferase 2), PIGX (GPI mannosyltransferase 3), PIGY (GPI mannosyltransferase 4), PIGC (GPI mannosyltransferase 5)","PIGM, PIGH, PIGX, PIGY, PIGC",(0.9 × 0.3) + (0.8 × 0.3) + (0.9 × 0.3) + (0.9 × 0.3) + (0.8 × 0.25) + (0.75 × 0.15)
zero-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast),"The Dsl1 tethering complex is also present in Drosophila melanogaster and, to a lesser extent, in C. elegans. It appears less characterized or absent in Human and Mouse, with most detailed functional data stemming from yeast studies.","The Dsl1 complex primarily mediates retrograde vesicle tethering from the Golgi apparatus to the endoplasmic reticulum (ER), facilitating vesicle docking and fusion during ER-Golgi trafficking. It also aids in recruiting the COPI coat and interacts with SNARE proteins to promote membrane fusion.",- Dsl1; - Sec39; - Tip20,- Dsl1 gene (YPR174C); - Sec39 gene (YBR150C); - Tip20 gene (YBR022C),0.91
few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast),"This complex is conserved in humans and other fungi, but specific composition may vary. In humans, homologs such as DLG1 and ZW10 are involved in similar tethering processes, though the exact complex structure differs.","The Dsl1 complex is crucial for retrograde transport from the Golgi apparatus to the endoplasmic reticulum (ER). It functions as a tethering factor facilitating the initial docking of COPI-coated vesicles to the ER membrane, promoting SNARE complex assembly necessary for membrane fusion and retrieval of ER-resident proteins.",,,(Consistency across sources: 0.85 × 0.3) +; (Supporting experimental data: 0.9 × 0.3) +; (Protein-gene mapping accuracy: 1.0 × 0.25) +; (Specificity to organism: 1.0 × 0.15) =; 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
contextual,Dsl1 tethering complex,Saccharomyces cerevisiae (baker's yeast),"The Dsl1 complex has orthologous components in humans, notably associated with the NRZ complex (NAG, RINT1, ZW10), but the classical, well-characterized Dsl1 complex structure and function are most prominent and well-studied in Saccharomyces cerevisiae.","The Dsl1 complex functions as an ER-anchored tethering factor involved in retrograde vesicle trafficking from the Golgi to the ER in yeast cells, facilitating SNARE-mediated membrane fusion essential for ER protein retention and retrieval. It plays a critical role in maintaining the integrity of the ER-Golgi interface, thereby supporting proper ER function and protein quality control.","- Dsl1p; - Nop58p (also called Tip20 in some references); - Sec39p (also known as Use1 in some contexts); Corresponding Genes:; - Dsl1p: DIT1 (gene DIT1, sometimes referenced as Dsl1 in yeast literature); - Nop58p / Tip20: TPO4 (Tip20 gene); - Sec39p / Use1: USE1 (Ubiquitin fusion degradation protein E1 homolog; here, the yeast gene is USO1); (Note: In yeast, the main proteins are Dsl1p (DIT1), Tip20 (TPO4), and Sec39/Use1 (USO1); nomenclature can vary. The core complex is often described as Dsl1p, Tip20p, and Sec39p.); Note on conservation: Homologous complexes are present in humans (the NRZ complex), but the exact Dsl1 complex structure is predominantly characterized in yeast.; Self Confidence Score Calculation:; - Consistency of information across sources: 0.90; - Supporting experimental data: 0.85; - Accuracy of protein-gene mapping: 0.80; - Specificity to organism (Saccharomyces cerevisiae): 0.95; Using the weighting scheme:; (0.90 × 0.30) + (0.85 × 0.30) + (0.80 × 0.25) + (0.95 × 0.15) =; 0.27 + 0.255 + 0.20 + 0.1425 = **0.8675**; **Final Confidence Score: 0.87**",,
zero-shot,"AP-1 adaptor complex (HA1, HA1 clathrin adaptor)",Human,"This complex or similar homologs are also found in mouse and Drosophila melanogaster, but the most prominent and extensively characterized form is in humans.","The AP-1 complex functions as a heterotetrameric adaptor that mediates the formation of clathrin-coated vesicles, primarily involved in trafficking between the trans-Golgi network (TGN) and endosomes. It recognizes sorting signals within cargo proteins to facilitate their packaging into vesicles, thus regulating protein sorting and transport within the cell.","- AP1G1 (Adaptor Related Protein Complex 1, Gamma 1 Subunit); - AP1G2 (Adaptor Related Protein Complex 1, Gamma 2 Subunit); - AP1M1 (Adaptor Related Protein Complex 1, Mu 1 Subunit); - AP1M2 (Adaptor Related Protein Complex 1, Mu 2 Subunit); - AP1B1 (Adaptor Related Protein Complex 1, Beta 1 Subunit); - AP1B2 (Adaptor Related Protein Complex 1, Beta 2 Subunit); - AP1S1 (Adaptor Related Protein Complex 1, Sigma 1 Subunit); - AP1S2 (Adaptor Related Protein Complex 1, Sigma 2 Subunit)","- GGA1; - GGA2 (related but distinct proteins); - AP1G1, AP1G2, AP1M1, AP1M2, AP1B1, AP1B2, AP1S1, AP1S2",(0.3 * 1.00) + (0.3 * 1.00) + (0.25 * 1.00) + (0.15 * 1.00) = 0.30 + 0.30 + 0.25 + 0.15 = 1.00
few-shot,"AP-1 adaptor complex (HA1, HA1 clathrin adaptor)",Human (Homo sapiens),,"The AP-1 adaptor complex in humans mediates the formation of clathrin-coated vesicles at the trans-Golgi network and endosomes, primarily facilitating the selective sorting and trafficking of cargo proteins between the trans-Golgi and endosomes/lysosomes. It plays a crucial role in vesicular transport, maintaining organelle identity, and regulating lysosomal enzyme delivery.; Proteins the Complex Consists Of:; - AP1G1 (Adaptor protein 1 gamma 1); - AP1M1 (Adaptor protein 1 mu 1); - AP1B1 (Adaptor protein 1 beta 1) — alternatively, AP1B complex involved in basolateral sorting; - AP1S1 (Adaptor protein 1 sigma 1); - CLTC (Clathrin heavy chain); Genes Corresponding to the Proteins:; - AP1G1 gene (Adaptor protein 1 gamma 1); - AP1M1 gene (Adaptor protein 1 mu 1); - AP1B1 gene (Adaptor protein 1 beta 1); - AP1S1 gene (Adaptor protein 1 sigma 1); - CLTC gene (Clathrin heavy chain); Other Organisms Where Found:; The AP-1 complex is conserved in other species such as Mouse (Mus musculus) and Drosophila melanogaster. However, in this analysis, the focus remains on its prominent role and characterization in humans.; Self Confidence Score Calculation:; - Consistency of information across databases: 0.95 × 0.30 = 0.285; - Supporting experimental data: 0.9 × 0.30 = 0.27; - Accuracy of protein-gene mapping: 1.0 × 0.25 = 0.25; - Specificity to human organism: 1.0 × 0.15 = 0.15; Total Confidence Score: 0.285 + 0.27 + 0.25 + 0.15 = **0.955**",,,
contextual,"AP-1 Adaptor Complex (HA1, HA1 Clathrin Adaptor)",Human,"The AP-1 complex, including HA1 homologs, is conserved across multiple species such as Mouse, C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae, but the specific composition and functional nuances may vary.","The AP-1 adaptor complex in humans functions primarily in clathrin-mediated vesicle formation at the trans-Golgi network (TGN) and endosomes. It recognizes cargo proteins through specific sorting motifs and recruits clathrin to generate clathrin-coated vesicles, facilitating protein trafficking between the TGN, endosomes, and the plasma membrane.",,,(0.85 × 0.3) + (0.8 × 0.3) + (0.95 × 0.25) + (0.9 × 0.15); = 0.255 + 0.24 + 0.2375 + 0.135; = **0.8675**
zero-shot,PAN1 actin cytoskeleton-regulatory complex,Arabidopsis thaliana (a model plant species),"This complex is not significantly characterized or identified in Human, Mouse, C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae.",The PAN1 complex in plants primarily regulates polarized actin cytoskeleton organization during their developmental processes such as stomatal lineage development; it facilitates directional growth and cell polarization by controlling actin filament dynamics.,"The core components include PAN1 (Progressive polarsome associated protein 1), ROP GTPases (such as ROP2/4/6), and associated actin-regulatory proteins like SCAR/WAVE complex components, suggesting a multifunctional assembly involved in actin remodeling.","- PAN1 gene: At5g45430; - ROP2 gene: At1g05260; - ROP4 gene: At2g18660; - ROP6 gene: At5g02270; - WAVE complex components: e.g., At1g05010 (SCAR2), At2g45350 (NAP1)",(Consistency: 0.3 * 0.8) + (Experimental Data: 0.3 * 0.7) + (Gene mapping: 0.25 * 0.9) + (Organism specificity: 0.15 * 0.8) = 0.24 + 0.21 + 0.225 + 0.12 = **0.795**
few-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast),"Homologous complexes are conserved in higher fungi (e.g., Schizosaccharomyces pombe) but are primarily characterized in Saccharomyces cerevisiae.","The PAN1 complex functions as a key regulator of actin cytoskeleton organization during polarized growth, endocytosis, and cell morphogenesis in yeast. It participates in linking plasma membrane signals to actin assembly processes, facilitating cellular polarity and growth site establishment.","The core components include Pan1p, End3p, and Sla1p. These proteins coordinate actin patch formation and endocytic site maturation.","The corresponding genes are PAN1, END3, and SLA1.",(0.85 × 0.3) + (0.8 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.255 + 0.24 + 0.27 + 0.25 + 0.15 = **1.16**
contextual,PAN1 Actin Cytoskeleton-Regulatory Complex,Saccharomyces cerevisiae (baker's yeast),"Homologs of PAN1 and associated complex components are conserved in other fungi, but the specific PAN1 actin regulatory complex as characterized in S. cerevisiae is primarily specific to yeast. Notably, homologous endocytic adaptors are found in fungi and some animal systems, but the exact complex is yeast-centric.","The PAN1 complex functions as a crucial regulator of actin cytoskeleton dynamics during endocytosis and cellular morphogenesis. It orchestrates actin patch formation and polarization, facilitating membrane trafficking processes essential for cell growth and signaling.",- PAN1 (A core component with EH domains); - END3 (endocytic scaffold protein); - ECS1 (Eps15-like adaptor protein); - EPS15 (endocytic adaptor); - SOR4 (Similar to SOR1/JMY family proteins),- PAN1 (YDL191C); - END3 (YML124C); - ECS1 (YGL027C); - EPS15 (YPD1 or homolog); - SOR4 (YDR383C),(0.85 × 0.3) + (0.8 × 0.3) + (0.9 × 0.25) + (0.75 × 0.15) = 0.255 + 0.24 + 0.225 + 0.1125 = **0.8325**
zero-shot,AMPK Complex,Human,"Drosophila melanogaster, Saccharomyces cerevisiae (AMPK orthologs, known as SNF1 in yeast, are present but less characterized in mice and C. elegans, primarily prominent in the other two)","The AMPK (AMP-activated protein kinase) complex functions as a central cellular energy sensor that maintains energy homeostasis by activating catabolic pathways that generate ATP and inhibiting anabolic processes that consume ATP, especially during metabolic stress in human cells. It regulates processes such as glucose uptake, fatty acid oxidation, and autophagy.","- Catalytic subunit (α): PRKAA1 and PRKAA2; - Regulatory subunits (β): PRKAB1 and PRKAB2; - Regulatory subunits (γ): PRKAG1, PRKAG2, PRKAG3","- PRKAA1, PRKAA2 (catalytic alpha subunits); - PRKAB1, PRKAB2 (beta regulatory subunits); - PRKAG1, PRKAG2, PRKAG3 (gamma regulatory subunits)",0.90
few-shot,AMPK (AMP-activated protein kinase) complex,,"- The AMPK complex is conserved across many species, notably in **Mouse**, **C. elegans**, **Drosophila melanogaster**, and **Saccharomyces cerevisiae**, but with variations in subunit isoforms and gene orthologs specific to each species.","The human AMPK complex functions as a central energy sensor that maintains cellular energy homeostasis. It is activated under low energy conditions (high AMP/ADP relative to ATP) and regulates pathways to restore energy balance by promoting catabolic processes (e.g., glucose uptake, fatty acid oxidation) and inhibiting anabolic processes (e.g., lipid synthesis, protein synthesis).",,"- PRKAA1, PRKAA2; - PRKAB1, PRKAB2; - PRKAG1, PRKAG2, PRKAG3",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.3) + (1.0 × 0.15); = 0.27 + 0.255 + 0.3 + 0.15; = **0.975**
contextual,AMP-activated protein kinase (AMPK) complex,Human,,"The human AMPK complex functions as a central cellular energy sensor that maintains energy homeostasis by activating catabolic pathways to generate ATP and inhibiting anabolic processes that consume ATP during energy stress. It regulates processes such as glucose uptake, fatty acid oxidation, mitochondrial biogenesis, and autophagy, especially under conditions of low energy availability.",,,(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.85 × 0.15); = 0.27 + 0.255 + 0.25 + 0.1275; = **0.9025**
