Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,Human,The Myb-MuvB complex is a key regulator of the cell cycle;  activating genes required for mitosis and cell cycle progression. It acts as a transcriptional activator during the G2/M phase of the cell cycle.,Myb oncogene-like protein; Mip120; Mip130; p55; Caf1/p55; Mip40; Rpb4,Myb; mip120; mip130; Caf1/p55; mip40; Rpb4,0.8825
contextual,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,Human;  Mouse,The Myb-MuvB complex is a key regulator of gene expression during the cell cycle;  particularly in the G2/M phase. It activates the transcription of genes required for mitosis and cell cycle progression.,Myeloblastosis oncoprotein-related protein B (Myb); Modulo (Mod); Always early (Aly); Multivulva B (MuvB complex subunit Lin-9 homolog); MuvB complex subunit Lin-37 homolog; MuvB complex subunit Lin-52 homolog; MuvB complex subunit Lin-54 homolog; Chromatin accessibility complex protein 1 (CACP1),Myb; mod; aly; Lin9; Lin37; Lin52; Lin54; Tou,0.925
zero-shot,CORVET tethering complex,Saccharomyces cerevisiae (budding yeast),Not applicable,The CORVET (class C core vacuole/endosome tethering) complex is involved in endosomal tethering and fusion processes. It plays a role in the biogenesis of the vacuole and endosome-to-vacuole transport.,Vps3;  Vps8;  Vps11;  Vps16;  Vps18;  Vps33,VPS3;  VPS8;  VPS11;  VPS16;  VPS18;  VPS33,0.91
few-shot,CORVET tethering complex,Saccharomyces cerevisiae (budding yeast),N/A,The CORVET (class C core vacuole/endosome tethering) complex is involved in endosome-endosome fusion and the biogenesis of the vacuole/lysosome. It acts as a tethering factor that mediates the initial recognition between the membranes of two endosomes;  promoting their subsequent fusion.,Vacuolar protein sorting-associated protein 3 (Vps3);  Vacuolar protein sorting-associated protein 8 (Vps8);  Vacuolar protein sorting-associated protein 11 (Vps11);  Vacuolar protein sorting-associated protein 16 (Vps16);  Vacuolar protein sorting-associated protein 18 (Vps18);  Vacuolar protein sorting-associated protein 33 (Vps33),VPS3;  VPS8;  VPS11;  VPS16;  VPS18;  VPS33,0.94
contextual,CORVET tethering complex,Saccharomyces cerevisiae (budding yeast),N/A,The CORVET (class C core vacuole/endosome tethering) complex is a multisubunit tethering complex that functions in the endolysosomal system;  mediating fusion between early endosomes and between early and late endosomes. It is involved in the biogenesis of endosomes and lysosomes.,Vacuolar protein sorting-associated protein 3 (Vps3);  Vacuolar protein sorting-associated protein 8 (Vps8);  Vacuolar protein sorting-associated protein 11 (Vps11);  Vacuolar protein sorting-associated protein 16 (Vps16);  Vacuolar protein sorting-associated protein 18 (Vps18);  Vacuolar protein sorting-associated protein 33 (Vps33),VPS3;  VPS8;  VPS11;  VPS16;  VPS18;  VPS33,0.955
zero-shot,Sodium leak channel non-selective protein (NALCN) complex,Homo sapiens (Human),Mus musculus (Mouse);  Drosophila melanogaster,The NALCN complex functions as a voltage-independent;  non-selective cation channel that conducts a persistent sodium leak current;  which plays a role in setting and stabilizing the resting membrane potential in neurons. It is involved in the regulation of neuronal excitability and rhythmic behaviors such as respiration and circadian rhythm.,Sodium leak channel non-selective protein (NALCN); FAM155A (Protein FAM155A); FAM155B (Protein FAM155B); UNC79 (Protein unc-79 homolog); UNC80 (Protein unc-80 homolog),NALCN; FAM155A; FAM155B; UNC79; UNC80,0.825
few-shot,Sodium leak channel complex,Mouse,Human,The sodium leak channel complex is a voltage-independent;  non-selective cation channel that contributes to the resting membrane potential and neuronal excitability. It is involved in the regulation of respiratory and circadian rhythms.,Sodium leak channel non-selective protein (NALCN);  UNC80;  UNC79,Nalcn;  Unc80;  Unc79,0.925
contextual,Sodium leak channel complex,Drosophila melanogaster,Human;  Mouse;  C. elegans,The sodium leak channel complex is a voltage-independent;  non-selective cation channel that allows the flow of sodium (Na+) ions across the plasma membrane;  contributing to the resting membrane potential and neuronal excitability. It is essential for normal rhythmic behaviors controlled by the circadian clock.,Narrow abdomen (NA); Uncoordinated 79 (UNC79); Uncoordinated 80 (UNC80),na; unc79; unc80,0.94
zero-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae (budding yeast),The ATG1 protein kinase complex is conserved in other organisms;  including Drosophila melanogaster (ATG1 complex) and humans (ULK1 complex).,The ATG1 protein kinase complex plays a critical role in the initiation and regulation of autophagy;  a cellular degradation process that recycles cytoplasmic components and organelles under stress conditions or during development. It acts as a nutrient sensor and integrates various signals to control the formation of autophagosomes.,Atg1;  Atg13;  Atg17;  Atg29;  Atg31,ATG1;  ATG13;  ATG17;  ATG29;  ATG31,0.8875
few-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae (Budding yeast),N/A,The ATG1 protein kinase complex is a key regulator of autophagy initiation. It integrates signals from nutrient sensors and stress pathways to control the formation of autophagosomes;  which are double-membrane vesicles that engulf and deliver cytoplasmic material to the vacuole/lysosome for degradation and recycling.,Atg1p;  Atg13p;  Atg17p;  Atg29p;  Atg31p,ATG1;  ATG13;  ATG17;  ATG29;  ATG31,0.955
contextual,ATG1 protein kinase complex,Saccharomyces cerevisiae,N/A,A serine/threonine protein kinase complex that acts as a key regulator of autophagy initiation. It integrates autophagy-inducing signals and transmits them to downstream effectors;  leading to autophagosome formation.,Autophagy-related protein 1;  Autophagy-related protein 11;  Autophagy-related protein 13;  Autophagy-related protein 17;  Autophagy-related protein 29;  Autophagy-related protein 31,ATG1;  ATG11;  ATG13;  ATG17;  ATG29;  ATG31,0.955
zero-shot,NXF1-NXT1 mRNA nuclear export factor complex,Homo sapiens (Human),Mus musculus (Mouse);  Drosophila melanogaster,The NXF1-NXT1 complex is involved in the export of mRNA from the nucleus to the cytoplasm. It binds to mature mRNAs and facilitates their transport through the nuclear pore complex.,Nuclear RNA export factor 1 (NXF1); NTF2-related export protein 1 (NXT1),NXF1; NXT1,0.91
few-shot,NXF1-NXT1 mRNA nuclear export factor complex,Human,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae,Facilitates the nuclear export of mRNA by forming a heterodimeric complex that binds to mRNA and transports it through the nuclear pore complex (NPC). This complex is essential for the export of bulk mRNA from the nucleus to the cytoplasm.,Nuclear RNA export factor 1;  NTF2-related export protein 1,NXF1;  NXT1,0.9025
contextual,NXF1-NXT1 mRNA nuclear export factor complex,Human,N/A,The NXF1-NXT1 complex is involved in the export of mRNA from the nucleus to the cytoplasm. It binds to mRNA and interacts with nuclear pore complexes to facilitate the transport of mRNA through the nuclear pore.,Nuclear RNA export factor 1;  NTF2-related export protein 1,NXF1;  NXT1,0.97
zero-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae (budding yeast),The MON1-CCZ1 complex is conserved in other eukaryotes;  including Homo sapiens (human);  Mus musculus (mouse);  Caenorhabditis elegans;  and Drosophila melanogaster.,The MON1-CCZ1 complex functions as a guanine nucleotide exchange factor (GEF) for the GTPase Ypt7p;  which is involved in the tethering and fusion of late endosomes and vacuoles during endosomal maturation and autophagy.,Mon1p; Ccz1p,MON1; CCZ1,0.91
few-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,N/A,The MON1-CCZ1 complex acts as a guanine nucleotide exchange factor (GEF) for the small GTPase Ypt7p;  which is required for the tethering and fusion of late endosomes and vacuoles during endosomal maturation and autophagy.,Vacuolar fusion protein MON1;  Vacuolar fusion protein CCZ1,MON1;  CCZ1,0.925
contextual,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,N/A,Acts as a guanine nucleotide exchange factor (GEF) for the Ypt7p GTPase;  activating it and promoting the tethering and fusion of late endosomes and autophagosomes with the vacuole. Also required for the cytoplasm-to-vacuole transport (Cvt) pathway.,Vacuolar fusion protein MON1;  Vacuolar fusion protein CCZ1,MON1;  CCZ1,0.925
zero-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,Not applicable,The HipHop-HOAP complex is essential for telomere capping and protection in Drosophila melanogaster. It prevents telomere fusion and maintains genomic stability by protecting chromosome ends from being recognized as DNA double-strand breaks.,HP1-HOAP-interacting protein (HipHop); HP1/ORC-associated protein (HOAP),hiphop (CG6874); caravaggio (cav) (CG6453),1.00
few-shot,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,N/A,Protects chromosome ends from telomere fusion and regulates telomeric transpositions. It also helps maintain normal telomere length by regulating telomere elongation.,HP1-HOAP-interacting protein;  HP1/ORC-associated protein,hiphop;  cav,0.925
contextual,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,N/A,Plays a key role in telomere maintenance and protection by forming a telomere cap that prevents telomere fusion and regulates telomere length. It binds to the single-stranded G-overhang at the telomere ends and is required for the recruitment of other telomere-associated proteins.,HP1/ORC-associated protein;  HP1-HOAP-interacting protein,cav;  hiphop,0.94
zero-shot,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans (C. elegans),The AF10/DOT1L complex is also found in humans and mice;  although the specific composition and function may vary.,The ZFP-1(AF10)/DOT-1 complex is involved in histone H3K79 methylation;  which plays a role in transcriptional regulation and maintaining chromatin structure.,ZFP-1 (AF10 ortholog);  DOT-1.1 (DOT1L ortholog),zfp-1;  dot-1.1,0.825
few-shot,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans (C. elegans),N/A,The ZFP-1(AF10)/DOT-1 complex is involved in histone H3K79 methylation and plays a role in transcriptional regulation and embryonic development.,Zinc finger protein 1 (ZFP-1);  Histone methyltransferase DOT-1,zfp-1;  dot-1,0.925
contextual,ZFP-1(AF10)/DOT-1 complex,C. elegans,N/A,This complex is involved in histone H3K79 methylation;  which is associated with active transcription. ZFP-1 physically interacts with and recruits DOT-1.1 to chromatin;  enabling H3K79 methylation and promoting RNA polymerase II transcriptional elongation.,Zinc finger protein 1;  Histone-lysine N-methyltransferase;  H3 lysine-79 specific,zfp-1;  dot-1.1,0.925
zero-shot,CED-3-CED-4-MAC-1 complex,Caenorhabditis elegans (C. elegans),Not applicable;  as this specific complex is only found in C. elegans.,The CED-3-CED-4-MAC-1 complex is involved in the regulation of apoptosis (programmed cell death) in C. elegans. CED-4 acts as an activator of CED-3;  which is a caspase that executes apoptosis. MAC-1 is a negative regulator of the complex;  inhibiting apoptosis by sequestering CED-4.,CED-3 (CEll Death abnormality 3); CED-4 (CEll Death abnormality 4); MAC-1 (Metalloprotease And Cysteine protease 1),ced-3; ced-4; mac-1,0.95
few-shot,CED-3-CED-4-MAC-1 complex,C. elegans,N/A,The CED-3-CED-4-MAC-1 complex is a key regulator of programmed cell death (apoptosis) in C. elegans. CED-3 is a caspase that executes apoptosis;  while CED-4 acts as an activator of CED-3. MAC-1 is a negative regulator of the complex;  preventing inappropriate activation of apoptosis.,Cell death protein 3;  Cell death protein 4;  MAC-1,ced-3;  ced-4;  mac-1,0.97
contextual,CED-3-CED-4-MAC-1 complex,C. elegans,N/A,This complex is involved in the initiation of apoptosis (programmed cell death). CED-3 is a caspase that cleaves cellular substrates;  leading to cell death. CED-4 activates CED-3;  while MAC-1 inhibits the activation of CED-3 by CED-4.,Cell death protein 3 (CED-3);  Cell death protein 4 (CED-4);  Apoptosis regulator mac-1,ced-3;  ced-4;  mac-1,0.94
zero-shot,Nuclear mitotic cohesin complex,Saccharomyces cerevisiae (budding yeast),The cohesin complex is conserved across eukaryotes;  including Humans;  Mice;  C. elegans;  and Drosophila melanogaster.,The nuclear mitotic cohesin complex is responsible for holding sister chromatids together during mitosis;  ensuring accurate chromosome segregation. It also plays a role in DNA repair and gene regulation.,Smc1; Smc3; Scc1 (also known as Mcd1); Scc3,SMC1; SMC3; SCC1 (MCD1); SCC3,0.89
few-shot,Nuclear mitotic cohesin complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster,The nuclear mitotic cohesin complex is essential for the cohesion of sister chromatids during mitosis and meiosis. It holds the sister chromatids together from the time of DNA replication until their separation at anaphase;  ensuring accurate chromosome segregation.,Sister chromatid cohesion protein 1;  Sister chromatid cohesion protein 3;  Structural maintenance of chromosomes protein 1;  Structural maintenance of chromosomes protein 3,SCC1;  SCC3;  SMC1;  SMC3,0.94
contextual,Nuclear mitotic cohesin complex,Saccharomyces cerevisiae,Human;  Mouse;  Drosophila melanogaster,The nuclear mitotic cohesin complex is responsible for holding sister chromatids together during mitosis and meiosis;  ensuring proper chromosome segregation and preventing aneuploidy. It also plays a role in DNA repair and transcriptional regulation.,Sister chromatid cohesion protein 1;  Sister chromatid cohesion protein 3;  Structural maintenance of chromosomes protein 1;  Structural maintenance of chromosomes protein 3,SCC1/MCD1;  SCC3;  SMC1;  SMC3,0.925
zero-shot,Akt-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans (C. elegans),The individual components of the complex (Akt and Sgk) are conserved in other organisms;  including humans;  mice;  Drosophila melanogaster;  and Saccharomyces cerevisiae. However;  the specific complex composition and functions may vary among these organisms.,The Akt-1/Akt-2/Sgk-1 protein kinase complex is involved in the insulin/insulin-like growth factor 1 signaling (IIS) pathway;  regulating processes such as stress resistance;  longevity;  and dauer formation in C. elegans. The complex acts downstream of the insulin receptor DAF-2 and the phosphatidylinositol 3-kinase AGE-1;  promoting growth and inhibiting the activity of the FOXO transcription factor DAF-16.,Akt-1 (RAC-alpha serine/threonine-protein kinase); Akt-2 (RAC-beta serine/threonine-protein kinase); Sgk-1 (Serine/threonine-protein kinase Sgk-1),akt-1; akt-2; sgk-1,0.89
few-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans (C. elegans),N/A,The Atk-1/Akt-2/Sgk-1 protein kinase complex is involved in the insulin/insulin-like growth factor 1 (IGF-1) signaling pathway;  regulating various cellular processes such as metabolism;  growth;  and stress resistance.,AKT-1;  AKT-2;  SGK-1,akt-1;  akt-2;  sgk-1,0.91
contextual,Atk-1/Akt-2/Sgk-1 protein kinase complex,C. elegans,N/A,This complex is involved in the insulin/insulin-like growth factor 1 (IGF-1) signaling pathway;  regulating processes such as metabolism;  growth;  development;  and longevity in response to nutrient availability.,Serine/threonine-protein kinase akt-1;  Serine/threonine-protein kinase akt-2;  Serine/threonine-protein kinase sgk-1,akt-1;  akt-2;  sgk-1,0.925
zero-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human (Homo sapiens),Mouse (Mus musculus),The RB1-E2F1-TFDP1 transcription repressor complex plays a crucial role in regulating the cell cycle progression from G1 to S phase. The complex binds to promoters of E2F target genes and represses their transcription;  preventing cell cycle entry and maintaining cells in a quiescent state.,RB1 (Retinoblastoma-associated protein 1); E2F1 (Transcription factor E2F1); TFDP1 (Transcription factor Dp-1),RB1; E2F1; TFDP1,1.00
few-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human,N/A,This complex acts as a transcriptional repressor that regulates cell cycle progression;  particularly at the G1/S transition. It suppresses the transcription of genes required for DNA synthesis and cell cycle progression;  thereby maintaining cells in a quiescent state.,Retinoblastoma-associated protein (RB1);  Transcription factor E2F1;  Transcription factor Dp-1 (TFDP1),RB1;  E2F1;  TFDP1,0.97
contextual,RB1-E2F1-TFDP1 transcription repressor complex,Human,Mouse,This complex acts as a transcriptional repressor that regulates the G1/S transition of the cell cycle. The RB1 protein binds to E2F1 and TFDP1;  preventing the transcription of genes required for cell cycle progression;  thus maintaining the cell in a quiescent state.,Retinoblastoma-associated protein (RB1);  Transcription factor E2F1 (E2F1);  Transcription factor Dp-1 (TFDP1),RB1;  E2F1;  TFDP1,0.955
zero-shot,PETISCO;  pid-1 variant,Caenorhabditis elegans (C. elegans),The PETISCO complex is also found in humans and mice;  but the specific pid-1 variant is unique to C. elegans.,The PETISCO;  pid-1 variant complex is involved in regulating the 26S proteasome;  which is responsible for the degradation of ubiquitinated proteins in the cell. It plays a role in modulating the activity and assembly of the 26S proteasome.,PID-1;  RPT-1;  RPT-2;  RPT-3;  RPT-4;  RPT-5;  RPT-6,pid-1;  rpt-1;  rpt-2;  rpt-3;  rpt-4;  rpt-5;  rpt-6,0.825
few-shot,PETISCO;  pid-1 variant,C. elegans,N/A,The PETISCO complex;  pid-1 variant;  is involved in the 21U small RNA pathway in the germline;  which is essential for fertility and embryonic viability. It is required for the biogenesis and stability of 21U-RNAs;  a class of small non-coding RNAs that bind to the PRG-1 Piwi protein and function in transposon silencing and regulation of germline gene expression.,PID-1;  PID-3;  TOFU-6;  ERH-2,pid-1;  pid-3;  tofu-6;  erh-2,0.91
contextual,PETISCO;  pid-1 variant,C. elegans,N/A,The PETISCO complex;  pid-1 variant;  is involved in the formation of P granules;  which are membraneless organelles specific to the germline of C. elegans. P granules are essential for fertility and play a role in post-transcriptional regulation of maternal mRNAs.,PID-1;  ERH-2;  TOFU-6;  PID-3,pid-1;  erh-2;  tofu-6;  pid-3,0.91
zero-shot,PETISCO;  tost-1 variant,Caenorhabditis elegans (C. elegans),Not applicable;  as PETISCO is specific to C. elegans.,PETISCO;  tost-1 variant;  is involved in small RNA pathways;  specifically in the biogenesis of secondary small interfering RNAs (siRNAs) that regulate gene expression and protect against transposon activity.,TOST-1 (Twenty-One Suppressor of Transposon-1);  ERI-5 (Enhanced RNAi-5);  TOFU-6 (Twenty-One u-rna biogenesis Factor-6);  ERI-3 (Enhanced RNAi-3),tost-1;  eri-5;  tofu-6;  eri-3,0.825
few-shot,PETISCO;  tost-1 variant,Caenorhabditis elegans,N/A,The PETISCO complex (Protein Expression and Translation In Spermatogenesis COmplex) is involved in translational regulation during spermatogenesis;  specifically promoting the translation of spermatogenesis-specific mRNAs.,TOFU-6;  TOST-1,tofu-6;  tost-1,0.88
contextual,PETISCO;  tost-1 variant,Caenorhabditis elegans,N/A,PETISCO (PEptidyl TRna Slow COdons) is a regulatory complex that stalls ribosomes at non-optimal codons found in the first 5-10 codons during mRNA translation;  enabling regulation of gene expression.,SAPA-1;  SAPA-2;  SAPA-3;  SAPA-4;  TOST-1,sapa-1;  sapa-2;  sapa-3;  sapa-4;  tost-1,0.91
zero-shot,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),The Ndc80 complex is conserved across eukaryotes;  including Humans;  Mice;  C. elegans;  and Drosophila melanogaster.,The Ndc80 complex is a key component of the kinetochore;  which plays a crucial role in chromosome segregation during mitosis and meiosis. It is involved in the attachment of microtubules to the kinetochore and the regulation of chromosome movement during cell division.,The Ndc80 complex in Saccharomyces cerevisiae consists of four proteins:,The corresponding genes for the proteins in the Ndc80 complex in Saccharomyces cerevisiae are:,1.00
few-shot,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The Ndc80 complex is a key component of the kinetochore;  which is essential for proper chromosome segregation during cell division. It plays a crucial role in microtubule attachment to the kinetochore and is involved in the spindle assembly checkpoint.,Ndc80p;  Nuf2p;  Spc24p;  Spc25p,NDC80;  NUF2;  SPC24;  SPC25,0.97
contextual,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The Ndc80 complex is a key component of the kinetochore;  which is essential for proper chromosome segregation during cell division. It forms attachments between the kinetochore and spindle microtubules;  and plays a role in the spindle assembly checkpoint.,Ndc80p;  Nuf2p;  Spc24p;  Spc25p,NDC80;  NUF2;  SPC24;  SPC25,0.97
zero-shot,Kinetochore Mis12 complex,Human (Homo sapiens),The Mis12 complex is conserved across many eukaryotic species;  including Mouse (Mus musculus);  Drosophila melanogaster;  Caenorhabditis elegans;  and Saccharomyces cerevisiae.,The Mis12 complex is a key component of the kinetochore;  a protein structure that assembles on centromeres and links chromosomes to microtubules of the mitotic spindle during cell division. It plays a crucial role in chromosome alignment and segregation by facilitating proper kinetochore-microtubule attachments and spindle assembly checkpoint signaling.,In humans;  the Mis12 complex consists of four subunits:,The corresponding genes for the human Mis12 complex proteins are:,1.00
few-shot,Kinetochore Mis12 complex,Human,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,The Mis12 complex is a key component of the kinetochore;  a protein complex that assembles on the centromere and links the chromosome to microtubule polymers from the mitotic spindle during cell division. It plays a central role in chromosome segregation and proper attachment of microtubules to the kinetochore.,Mis12;  PMF1;  NSL1;  DSN1,MIS12;  PMF1;  NSL1;  DSN1,0.94
contextual,Kinetochore Mis12 complex,Human,Mouse;  Drosophila melanogaster,The Mis12 complex is a key component of the kinetochore;  a protein structure that assembles on the centromere and links the chromosome to microtubule polymers from the mitotic spindle during cell division. It is essential for proper chromosome alignment and segregation during mitosis and meiosis.,Mis12;  Dsn1;  Nsl1;  Pmf1,MIS12;  DSN1;  NSL1;  PMF1,0.97
zero-shot,THO complex,Saccharomyces cerevisiae (budding yeast),The THO complex is conserved in other eukaryotes;  including Drosophila melanogaster and humans. However;  the composition and nomenclature of the complex subunits may vary between organisms.,The THO complex is involved in the coupling of transcription and mRNA export. It is part of the transcription export (TREX) complex;  which facilitates the recruitment of export factors to nascent mRNA during transcription elongation. The THO complex is essential for the efficient export of mRNA from the nucleus to the cytoplasm.,Hpr1;  Tho2;  Mft1;  Thp2,HPR1;  THO2;  MFT1;  THP2,0.8875
few-shot,THO complex,Saccharomyces cerevisiae (budding yeast),Human;  Drosophila melanogaster,The THO complex is involved in mRNA processing;  export;  and quality control. It is part of the TREX (TRanscription-EXport) complex that couples transcription with mRNA export and mRNA processing. The THO complex functions in the formation of export-competent mRNP particles;  transcription elongation;  and prevention of transcription-associated recombination.,Hpr1;  Tho2;  Mft1;  Thp2,HPR1;  THO2;  MFT1;  THP2,0.94
contextual,THO complex,Saccharomyces cerevisiae (budding yeast),The THO complex is conserved in other eukaryotes;  including Drosophila melanogaster and humans;  although the exact composition may vary.,The THO complex is involved in mRNA processing;  transcription elongation;  and mRNA export from the nucleus. It is part of the TREX (transcription-export) complex;  which couples transcription with mRNA export and plays a role in the prevention of RNA-mediated genome instability.,Hpr1p;  Tho2p;  Mft1p;  Thp2p,HPR1;  THO2;  MFT1;  THP2,0.955
zero-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (budding yeast),Not applicable,The Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2 is involved in the fusion of endosome-derived vesicles with the late Golgi compartment in the endocytic pathway. It plays a role in the retrieval of proteins from the endosome to the trans-Golgi network.,TLG2 (t-SNARE);  VTI1 (v-SNARE);  TLG1 (t-SNARE);  SNC2 (v-SNARE),TLG2;  VTI1;  TLG1;  SNC2,0.815
few-shot,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae,N/A,Involved in the fusion of vesicles with the late Golgi complex and endosomes;  mediating the delivery of endocytosed and newly synthesized proteins to the vacuole.,TLG2 (Target of myb protein 2);  VTI1 (Vps10 interacting protein 1);  TLG1 (Target of myb protein 1);  SNC2 (Suppressor of the null allele of CAP 2),TLG2;  VTI1;  TLG1;  SNC2,0.91
contextual,Endosomal SNARE complex TLG2-VTI1-TLG1-SNC2,Saccharomyces cerevisiae (budding yeast),N/A,This SNARE complex is involved in the fusion of endosome-derived vesicles with the late Golgi compartment;  mediating the retrieval of proteins from the endosome to the trans-Golgi network (TGN).,Tlg2p;  Vti1p;  Tlg1p;  Snc2p,TLG2;  VTI1;  TLG1;  SNC2,0.94
zero-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae (budding yeast),Not applicable,The Ste12/Dig1/Dig2 complex is involved in the regulation of mating-specific genes and invasive growth response in yeast. Ste12 is a transcription factor that activates mating genes;  while Dig1 and Dig2 are inhibitors that bind to Ste12 and repress its activity in the absence of mating pheromone stimulation.,Ste12;  Dig1 (Down-regulator of Invasive Growth 1);  Dig2 (Down-regulator of Invasive Growth 2),STE12;  DIG1;  DIG2,0.97
few-shot,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,N/A,Regulation of mating-specific genes and invasive growth response. Ste12 activates genes involved in mating or pseudohyphal/invasive growth pathways. Dig1 and Dig2 bind to Ste12 and repress its ability to activate transcription.,Dig1p;  Dig2p;  Ste12p,DIG1;  DIG2;  STE12,0.94
contextual,Ste12/Dig1/Dig2 transcription regulation complex,Saccharomyces cerevisiae,N/A,Regulates mating-specific genes and invasive growth response genes in response to MAPK signaling cascades. Ste12 activates transcription;  while Dig1 and Dig2 inhibit Ste12 activity in the absence of stimulus.,Pheromone receptor transcription factor Ste12;  Down-regulator of invasive growth 1;  Down-regulator of invasive growth 2,STE12;  DIG1;  DIG2,0.97
zero-shot,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),The TRAPP II complex is conserved in other eukaryotes;  including Homo sapiens (humans);  Mus musculus (mouse);  Caenorhabditis elegans;  and Drosophila melanogaster.,The TRAPP II complex is involved in intra-Golgi and endosome-to-Golgi vesicle trafficking;  as well as in autophagy regulation. It acts as a guanine nucleotide exchange factor (GEF) for the GTPase Ypt1p;  which is essential for vesicle tethering during trafficking.,Trs120p;  Trs130p;  Trs20p;  Trs23p;  Trs31p;  Trs33p;  Bet3p;  Bet5p;  Tca17p;  Trs65p,TRS120;  TRS130;  TRS20;  TRS23;  TRS31;  TRS33;  BET3;  BET5;  TCA17;  TRS65,0.8875
few-shot,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),Human;  Mouse;  Drosophila melanogaster,TRAPP II complex is a multisubunit tethering complex that functions in intra-Golgi and endosome-to-Golgi transport. It is involved in the regulation of ER-to-Golgi transport and autophagy.,Transport protein particle 120 kDa subunit (Trs120);  Transport protein particle 130 kDa subunit (Trs130);  Transport protein particle 65 kDa subunit (Trs65);  Transport protein particle 20 kDa subunit (Trs20);  Transport protein particle 23 kDa subunit (Trs23);  Transport protein particle 31 kDa subunit (Trs31);  Transport protein particle 33 kDa subunit (Trs33);  Transport protein particle 85 kDa subunit (Trs85),TRS120;  TRS130;  TRS65;  TRS20;  TRS23;  TRS31;  TRS33;  TRS85,0.925
contextual,TRAPP II complex,Saccharomyces cerevisiae (budding yeast),N/A,The TRAPP II complex is a multi-subunit tethering complex that functions as a guanine nucleotide exchange factor (GEF) for the GTPase Ypt1p;  promoting ER-to-Golgi and intra-Golgi trafficking. It is also involved in autophagy and the CVT pathway.,Trafficking protein particle complex subunit BET3;  Trafficking protein particle complex subunit BET5;  Trafficking protein particle complex subunit TRS120;  Trafficking protein particle complex subunit TRS130;  Trafficking protein particle complex subunit TRS20;  Trafficking protein particle complex subunit TRS23;  Trafficking protein particle complex subunit TRS31;  Trafficking protein particle complex subunit TRS33;  Trafficking protein particle complex subunit TCA17,BET3;  BET5;  TRS120;  TRS130;  TRS20;  TRS23;  TRS31;  TRS33;  TCA17,0.955
zero-shot,CCM complex,Human,Mouse,The CCM complex is involved in the regulation of endothelial cell junctions;  vascular development;  and barrier function. It plays a crucial role in the formation and maintenance of the cerebral cavernous malformations;  which are vascular lesions in the brain that can lead to hemorrhagic stroke and neurological deficits.,CCM1 (KRIT1);  CCM2 (Malcavernin);  CCM3 (PDCD10),KRIT1;  CCM2;  PDCD10,0.91
few-shot,CCM complex,Human,Mouse,The CCM complex is involved in cardiovascular development and maintaining the integrity of blood vessels. It plays a role in cell-cell junctions;  cell polarity;  and vascular development. Mutations in the genes encoding the CCM complex proteins can lead to cerebral cavernous malformations;  characterized by abnormally dilated blood vessels in the brain.,Cerebral cavernous malformations 1 protein (CCM1;  also known as KRIT1); Malcavernin (CCM2;  also known as OSM); Cerebral cavernous malformations 3 protein (CCM3;  also known as PDCD10),KRIT1 (CCM1); CCM2; PDCD10 (CCM3),0.94
contextual,CCM complex,Human,Mouse,Involved in the formation and maintenance of cerebral cavernous malformations (CCMs);  which are dilated capillary-like channels in the brain that can lead to seizures;  focal neurological deficits;  and fatal intracerebral hemorrhages.,Krev interaction trapped protein 1 (KRIT1);  Malcavernin (CCM2);  Programmed cell death 10 (PDCD10),KRIT1 (CCM1);  CCM2;  PDCD10 (CCM3),0.955
