Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,Sodium leak channel complex,Human,Mouse;  C. elegans;  Drosophila melanogaster,This voltage-independent ion channel complex mediates background sodium leak currents that contribute to the resting membrane potential and excitability of neurons. In mammals;  it plays critical roles in neuronal excitability;  rhythmic behaviors;  locomotion;  and sensitivity to volatile anesthetics.,Sodium leak channel non-selective protein (NALCN);  UNC80 protein;  UNC79 protein;  FAM155A (NALCN auxiliary subunit),NALCN;  UNC80;  UNC79;  FAM155A,0.8975
zero-shot,ATG1 protein kinase complex (also known as ULK1 complex in mammals),Saccharomyces cerevisiae (budding yeast),Human (ULK1/ULK2 complex); Mouse (ULK1/ULK2 complex); C. elegans (UNC-51 complex); Drosophila melanogaster (Atg1 complex),The ATG1 protein kinase complex is a key regulator of autophagy initiation in Saccharomyces cerevisiae. It integrates nutrient and stress signals to control the formation of the pre-autophagosomal structure (PAS). The complex transduces signals from upstream regulators like TOR kinase to the downstream autophagy machinery. When nutrients are limited;  the complex is activated through dephosphorylation of Atg1;  leading to increased kinase activity and autophagy induction. It recruits other Atg proteins to the PAS and is essential for both selective and non-selective autophagy pathways in yeast.,Atg1 (serine/threonine protein kinase); Atg13 (regulatory subunit); Atg17 (scaffold protein); Atg29 (regulatory subunit); Atg31 (regulatory subunit),ATG1; ATG13; ATG17; ATG29; ATG31,0.955
few-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae,Human (ULK1 complex);  Mouse (Ulk1 complex);  Drosophila melanogaster (Atg1 complex);  C. elegans (UNC-51 complex),The ATG1 protein kinase complex is a central regulator of autophagy in yeast. It acts as a nutrient-responsive switch for autophagy induction;  integrating signals from the TOR (Target of Rapamycin) pathway. Upon nutrient starvation or TOR inhibition;  the complex becomes activated through conformational changes and hyperphosphorylation;  leading to the initiation of autophagosome formation at the pre-autophagosomal structure (PAS).,Atg1 (Serine/threonine-protein kinase); Atg13 (Autophagy-related protein 13); Atg17 (Autophagy-related protein 17); Atg29 (Autophagy-related protein 29); Atg31 (Autophagy-related protein 31),ATG1; ATG13; ATG17; ATG29; ATG31,0.955
contextual,ATG1 protein kinase complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The ATG1 protein kinase complex is a key regulator of autophagy initiation in yeast. It functions as a nutrient-responsive molecular switch that integrates multiple signals to control autophagy. When activated under nutrient starvation conditions;  the complex phosphorylates downstream targets to initiate the formation of the pre-autophagosomal structure (PAS). Its kinase activity is essential for the recruitment of other autophagy-related proteins to the PAS;  which is the first step in autophagosome formation.,Autophagy-related protein 1 (Atg1); Autophagy-related protein 13 (Atg13); Autophagy-related protein 17 (Atg17); Autophagy-related protein 29 (Atg29); Autophagy-related protein 31 (Atg31),ATG1; ATG13; ATG17; ATG29; ATG31,0.9475
zero-shot,NXF1-NXT1 mRNA Nuclear Export Factor Complex,Human (Homo sapiens),Mouse (Mus musculus);  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae (homologous complex: Mex67-Mtr2),The NXF1-NXT1 complex serves as the primary mediator of bulk mRNA nuclear export in humans. It functions by binding to processed mRNAs marked with the TREX complex and subsequently interacts with nucleoporins (FG-nups) at the nuclear pore complex (NPC) to facilitate translocation of mRNAs from the nucleus to the cytoplasm. The complex acts as a receptor for mRNAs that have undergone proper processing;  including splicing;  capping;  and polyadenylation. NXF1 provides direct RNA binding capability and nucleoporin interaction domains;  while NXT1 stabilizes NXF1 and enhances its nucleoporin binding activity.,Nuclear RNA Export Factor 1 (NXF1); Nuclear Transport Factor 2-Like Export Factor 1 (NXT1),NXF1 (Nuclear RNA Export Factor 1); NXT1 (Nuclear Transport Factor 2-Like Export Factor 1),0.94
few-shot,NXF1-NXT1 mRNA Nuclear Export Factor Complex,Human,Mouse;  Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae (known as Mex67-Mtr2 in yeast),This heterodimeric complex plays a critical role in the export of mRNA from the nucleus to the cytoplasm. It functions as an adaptor that binds to mRNA and facilitates its translocation through the nuclear pore complex (NPC). The complex specifically binds to the transcription-export (TREX) complex components which are deposited onto mRNA during splicing;  and interacts with nucleoporins at the NPC to mediate the transport of mature mRNAs to the cytoplasm.,Nuclear RNA export factor 1 (NXF1);  Nuclear transport factor 2-like export factor 1 (NXT1),NXF1;  NXT1,0.94
contextual,NXF1-NXT1 mRNA Nuclear Export Factor Complex,Human,Mouse;  Drosophila melanogaster;  Caenorhabditis elegans;  Saccharomyces cerevisiae (where the orthologous complex is called Mex67-Mtr2),This heterodimeric complex plays a critical role in the export of mature mRNA from the nucleus to the cytoplasm through nuclear pore complexes (NPCs). It functions as a key adaptor that binds to mRNAs after they have been processed (spliced;  capped;  and polyadenylated) and interacts with nucleoporins to facilitate translocation across the nuclear envelope. The complex specifically recognizes and binds to mRNAs as part of the Transcription and Export (TREX) complex and serves as the primary mRNA export receptor in human cells.,Nuclear RNA export factor 1 (NXF1); Nuclear transport factor 2-like export factor 1 (NXT1),NXF1; NXT1,0.94
zero-shot,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,Homo sapiens;  Mus musculus;  Caenorhabditis elegans;  Drosophila melanogaster,The MON1-CCZ1 complex functions as a guanine nucleotide exchange factor (GEF) for Rab7 (Ypt7 in yeast). It catalyzes the exchange of GDP for GTP on Rab7/Ypt7;  thereby activating this GTPase. This activation is crucial for endosome maturation;  lysosomal biogenesis;  and autophagosome-lysosome/vacuole fusion. The complex specifically mediates the Rab5-to-Rab7 conversion during endosomal maturation;  a key step in the endocytic pathway.,Mon1 (Monensin sensitivity protein 1); Ccz1 (Caffeine;  calcium;  and zinc sensitivity protein 1),MON1 (YGL124C); CCZ1 (YBR131W),0.94
few-shot,MON1-CCZ1 GEF complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The MON1-CCZ1 complex functions as a guanine nucleotide exchange factor (GEF) for the Rab7 family GTPases (Ypt7 in yeast). This complex is essential for the conversion of early endosomes to late endosomes and for the fusion of late endosomes/multivesicular bodies with vacuoles/lysosomes. It facilitates the activation of Ypt7/Rab7 by promoting the exchange of GDP for GTP;  which is crucial for membrane tethering and fusion events in the endolysosomal pathway.,Vacuolar fusion protein MON1;  Calcium caffeine zinc sensitivity protein 1,MON1;  CCZ1,0.9475
contextual,MON1-CCZ1 guanyl-nucleotide exchange factor complex,Saccharomyces cerevisiae,Human;  Drosophila melanogaster;  C. elegans,Functions as a guanine nucleotide exchange factor (GEF) for the Rab7 family GTPases (Ypt7 in yeast);  mediating the conversion from the inactive GDP-bound form to the active GTP-bound form. This activation is essential for the tethering and fusion of late endosomes with vacuoles/lysosomes. The complex plays a critical role in the maturation of endosomes and autophagosomes by facilitating the Rab5-to-Rab7 conversion during endosomal maturation.,Vacuolar fusion protein MON1; Caffeine;  calcium;  and zinc sensitivity protein 1 (CCZ1),MON1; CCZ1,0.9475
zero-shot,HipHop-HOAP Telomere-Capping Complex (Terminin),Drosophila melanogaster,None of the other listed organisms (Human;  Mouse;  C. elegans;  Saccharomyces cerevisiae) contain the HipHop-HOAP complex. Terminin components evolved rapidly and are specific to Drosophilids.,The HipHop-HOAP complex forms part of the terminin complex in Drosophila;  which is functionally analogous to shelterin in mammals. This complex binds to telomeric DNA and protects chromosome ends from being recognized as DNA double-strand breaks;  preventing end-to-end fusions and genomic instability. It caps chromosome ends;  inhibits telomerase activity;  and blocks DNA damage response signaling at telomeres. The complex also interacts with HP1a (Heterochromatin Protein 1a) to maintain telomere protection and prevent telomere fusions.,HOAP (HP1/ORC-associated protein); HipHop (HP1-HOAP-interacting protein); Ver (Verrocchio); Moi (Modigliani),caravaggio (cav) - encodes HOAP; hiphop - encodes HipHop; ver - encodes Ver protein; moi - encodes Moi protein,0.955
few-shot,HipHop-HOAP Telomere-Capping Complex,Drosophila melanogaster,N/A (The complex with this specific composition is unique to Drosophila),The HipHop-HOAP complex is a specialized telomere-capping complex that binds to chromosome ends to protect them from being recognized as DNA double-strand breaks. It prevents end-to-end chromosome fusions;  blocks inappropriate DNA damage responses;  and maintains genomic stability. This complex is essential for telomere protection in the absence of telomerase activity.,HP1/ORC-Associated Protein (HOAP); HP1-HOAP-interacting protein (HipHop); Heterochromatin Protein 1 (HP1); Modigliani (Moi); Verrocchio (Ver),caravaggio (cav) - encodes HOAP; hiphop - encodes HipHop; Su(var)205 - encodes HP1; moi - encodes Modigliani; ver - encodes Verrocchio,0.925
contextual,HipHop-HOAP telomere-capping complex,Drosophila melanogaster,N/A (This specific complex with HOAP and HipHop components is unique to Drosophila and not found in the other listed organisms),This complex protects chromosome ends from being recognized as DNA breaks and prevents end-to-end chromosome fusions. It binds directly to telomeric DNA and forms a protective cap that inhibits the DNA damage response machinery and telomere elongation by telomerase. The complex is essential for maintaining genomic stability and chromosome integrity during cell division.,Heterochromatin Protein 1/Origin Recognition Complex-Associated Protein (HOAP); HP1/ORC-Associated Protein (HipHop); HP1 (Heterochromatin Protein 1); Modigliani (Moi); Verrocchio (Ver),caravaggio (cav) - encodes HOAP; hiphop - encodes HipHop; Su(var)205 - encodes HP1; moi - encodes Modigliani; ver - encodes Verrocchio,0.955
zero-shot,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans,Human (MLLT10/AF10-DOT1L complex); Saccharomyces cerevisiae (Dot1 complex); Drosophila melanogaster (similar complex exists); Mouse (Af10-Dot1l complex),The ZFP-1(AF10)/DOT-1 complex functions as a histone methyltransferase that methylates lysine 79 of histone H3 (H3K79). In C. elegans;  this complex plays crucial roles in transcriptional regulation;  modulation of RNAi pathways;  and repression of genes targeted by miRNAs. The complex is involved in regulating lifespan and metabolic pathways;  particularly insulin signaling. ZFP-1 recruits DOT-1.1 to target promoters;  where DOT-1.1 catalyzes H3K79 methylation;  typically resulting in gene repression.,ZFP-1 (Zinc Finger Protein-1;  homologous to human AF10/MLLT10); DOT-1.1 (Disruptor Of Telomeric silencing-1;  histone methyltransferase),zfp-1 (F54F2.2); dot-1.1 (F55G7.2),0.925
few-shot,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans (C. elegans),Human (AF10/DOT1L);  Saccharomyces cerevisiae (Dot1p complexes);  Drosophila melanogaster (DOT1L-related complexes),This complex plays a crucial role in epigenetic regulation through histone H3 lysine 79 (H3K79) methylation. In C. elegans;  the complex functions in transcriptional control;  modulation of RNAi pathways;  and lifespan regulation. It acts as a negative regulator of stress-response genes and helps maintain proper gene expression patterns by counteracting Ras signaling pathway activities.,Zinc finger protein 1 (ZFP-1); DOT-1.1 (histone H3K79 methyltransferase),zfp-1; dot-1.1,0.895
contextual,ZFP-1(AF10)/DOT-1 complex,Caenorhabditis elegans,Human;  Drosophila melanogaster;  Saccharomyces cerevisiae,This complex functions in histone H3 lysine 79 (H3K79) methylation;  which is crucial for transcriptional regulation;  telomeric silencing;  and plays a role in RNA interference (RNAi)-mediated silencing of genes in the germline. The complex acts as a negative regulator of multiple signaling pathways;  including Ras/MAPK;  and is involved in lifespan determination by repressing genes that accelerate aging.,Zinc finger protein ZFP-1;  Histone H3-K79 methyltransferase DOT-1,zfp-1;  dot-1.1,0.9175
zero-shot,CED-3-CED-4-MAC-1 complex,Caenorhabditis elegans (C. elegans),Not directly conserved as the specific CED-3-CED-4-MAC-1 complex;  though functional homologs of the apoptosome exist in humans (Apaf-1/caspase-9 complex);  Drosophila (Dark/Dronc complex);  and mice.,This protein complex functions in the programmed cell death (apoptosis) pathway in C. elegans. It serves as an apoptosome-like complex where CED-4 oligomerizes and activates the caspase CED-3;  leading to controlled cellular destruction. MAC-1 (Mitochondrial ATPase Component 1) regulates this activation process by binding to CED-4;  influencing its ability to oligomerize and activate CED-3. The complex is essential for developmental cell death and functions downstream of CED-9 (anti-apoptotic) and EGL-1 (pro-apoptotic) in the canonical apoptosis pathway.,CED-3; CED-4; MAC-1,ced-3; ced-4; mac-1,0.765
few-shot,CED-3-CED-4-MAC-1 complex,Caenorhabditis elegans (C. elegans),N/A (This specific complex with MAC-1 is not well-characterized in the other listed organisms;  although CED-3 and CED-4 homologs exist in many species as caspases and Apaf-1;  respectively),This complex functions in the programmed cell death (apoptosis) pathway in C. elegans. CED-3 is a caspase that executes apoptosis;  CED-4 is an adaptor protein that oligomerizes and activates CED-3;  and MAC-1 is a AAA+ ATPase that regulates the CED-3/CED-4 interaction. Together;  they form a complex that triggers the proteolytic cascade leading to cell death when apoptotic signals override survival signals.,CED-3 (Cell death protein 3) - A caspase protease; CED-4 (Cell death protein 4) - Apoptotic protease activating factor; MAC-1 (Mitochondrial ATPase-associated cysteine protease homolog 1),ced-3; ced-4; mac-1,0.7925
contextual,CED-3-CED-4-MAC-1 complex,Caenorhabditis elegans,N/A (The exact complex is specific to C. elegans;  though functional homologs exist in other organisms),This complex forms a crucial part of the apoptotic machinery in C. elegans. CED-4 functions as an adaptor protein that oligomerizes and activates the CED-3 caspase. MAC-1 (Mitochondria-Associated CED-3 activator) is a mitochondrial protein that facilitates CED-4 oligomerization and subsequent CED-3 activation. Together;  this complex executes programmed cell death by activating proteolytic cascades that dismantle cellular components.,CED-3 (Cell death protein 3) - a caspase enzyme; CED-4 (Cell death protein 4) - adaptor protein/apoptosome component; MAC-1 (Mitochondria-Associated CED-3 activator),ced-3; ced-4; mac-1,0.825
zero-shot,Nuclear Mitotic Cohesin Complex,Saccharomyces cerevisiae (Budding yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The nuclear mitotic cohesin complex is primarily responsible for sister chromatid cohesion during cell division. It holds sister chromatids together from DNA replication in S phase until their separation during anaphase. Additionally;  the complex participates in DNA double-strand break repair;  regulation of gene expression;  and chromosome condensation. The complex forms a ring-like structure that topologically embraces DNA.,Smc1 (Structural maintenance of chromosomes protein 1); Smc3 (Structural maintenance of chromosomes protein 3); Scc1/Mcd1 (Sister chromatid cohesion protein 1); Scc3 (Sister chromatid cohesion protein 3); Pds5 (Precocious dissociation of sisters protein 5); Wpl1/Rad61 (Wings apart-like protein homolog 1),SMC1; SMC3; SCC1/MCD1; SCC3; PDS5; WPL1/RAD61,0.8975
few-shot,Nuclear Mitotic Cohesin Complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The nuclear mitotic cohesin complex is responsible for sister chromatid cohesion during mitosis;  ensuring proper chromosome segregation. It establishes cohesion during DNA replication in S phase and maintains it until the onset of anaphase. The complex also plays roles in DNA repair;  gene regulation;  and chromosome condensation.,Structural maintenance of chromosomes protein 1 (SMC1);  Structural maintenance of chromosomes protein 3 (SMC3);  Sister chromatid cohesion protein 1 (SCC1/MCD1);  Sister chromatid cohesion protein 3 (SCC3),SMC1;  SMC3;  MCD1/SCC1;  SCC3/IRR1,0.94
contextual,Nuclear Mitotic Cohesin Complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The complex establishes and maintains sister chromatid cohesion during mitosis in yeast. It forms a ring-like structure that encircles sister chromatids;  holding them together from S phase until anaphase. This complex is essential for proper chromosome segregation;  DNA repair;  and gene regulation. The complex loads onto chromosomes before DNA replication and is maintained until the metaphase-anaphase transition when it is cleaved by separase.,Structural maintenance of chromosomes protein 1 (Smc1);  Structural maintenance of chromosomes protein 3 (Smc3);  Sister chromatid cohesion protein 1 (Scc1/Mcd1);  Sister chromatid cohesion protein 3 (Scc3),SMC1;  SMC3;  SCC1/MCD1;  SCC3,0.97
zero-shot,Akt-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans,Human;  Mouse (note: while homologous proteins exist in these organisms;  the specific complex composition and function differ from the C. elegans complex),This complex primarily functions in the insulin-like signaling pathway in C. elegans. It phosphorylates the FOXO transcription factor DAF-16;  preventing its nuclear translocation. This regulation is crucial for dauer formation;  lifespan regulation;  stress resistance;  and metabolism. The complex integrates signals from the insulin/IGF-1 receptor homolog DAF-2 to control downstream transcriptional responses that influence development and longevity.,AKT-1: Serine/threonine protein kinase; AKT-2: Serine/threonine protein kinase; SGK-1: Serum/glucocorticoid-regulated kinase homolog,akt-1 (F28H6.1); akt-2 (F28H6.2); sgk-1 (W10G6.2),0.8175
few-shot,Atk-1/Akt-2/Sgk-1 protein kinase complex,Caenorhabditis elegans,Human (AKT1/AKT2/SGK1);  Mouse (Akt1/Akt2/Sgk1),This complex regulates dauer formation;  development;  stress response;  and longevity. It acts downstream of DAF-2 (insulin/IGF-1 receptor) in the insulin signaling pathway and negatively regulates DAF-16/FOXO transcription factor through phosphorylation;  preventing its nuclear translocation.,serine/threonine protein kinase AKT-1;  serine/threonine protein kinase AKT-2;  serine/threonine protein kinase SGK-1,akt-1;  akt-2;  sgk-1,0.825
contextual,Atk-1/Akt-2/Sgk-1 Protein Kinase Complex,Caenorhabditis elegans (C. elegans),Human;  Mouse,This complex regulates developmental growth;  lifespan;  stress resistance;  and dauer formation through insulin/IGF-1 signaling pathway. It serves as a central mediator in the insulin signaling cascade;  phosphorylating downstream targets including DAF-16/FOXO transcription factor. The complex coordinates responses to environmental stressors and nutrient availability;  ultimately influencing metabolism;  development;  and longevity.,AKT-1 (Serine/threonine-protein kinase); AKT-2 (Serine/threonine-protein kinase); SGK-1 (Serum and glucocorticoid-regulated kinase 1),akt-1; akt-2; sgk-1,0.88
zero-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human (Homo sapiens),Mouse (Mus musculus); Drosophila melanogaster (functionally similar but with different components),This complex functions as a critical cell cycle regulator that controls G1/S phase transition. It represses the transcription of genes required for DNA replication and cell cycle progression. When RB1 is bound to E2F1-TFDP1;  it recruits chromatin-modifying enzymes including histone deacetylases (HDACs) and histone methyltransferases to E2F-responsive promoters;  leading to chromatin compaction and transcriptional silencing. The complex also plays important roles in DNA damage response;  apoptosis regulation;  and differentiation.,RB1 (Retinoblastoma-associated protein); E2F1 (Transcription factor E2F1); TFDP1 (Transcription factor Dp-1),RB1 (Retinoblastoma 1); E2F1 (E2F transcription factor 1); TFDP1 (Transcription factor Dp-1),0.955
few-shot,RB1-E2F1-TFDP1 transcription repressor complex,Human,Mouse,This complex functions as a critical transcriptional repressor that regulates cell cycle progression from G1 to S phase. It binds to E2F-responsive promoters of genes required for DNA replication and cell cycle progression;  actively recruiting histone deacetylases (HDACs) and other chromatin-modifying enzymes to repress transcription. The complex is essential for proper regulation of cellular proliferation;  differentiation;  and apoptosis. When RB1 is phosphorylated by cyclin-dependent kinases in late G1 phase;  it dissociates from E2F1 and TFDP1;  allowing activation of E2F target genes and cell cycle progression.,Retinoblastoma-associated protein (pRb); Transcription factor E2F1; Transcription factor Dp-1,RB1; E2F1; TFDP1,0.955
contextual,RB1-E2F1-TFDP1 Transcription Repressor Complex,Human,Mouse,This complex functions as a key cell cycle regulator that controls the G1/S phase transition by repressing E2F-responsive genes. When RB1 (retinoblastoma protein) is hypophosphorylated;  it binds to E2F1 and TFDP1;  preventing them from activating transcription of genes required for DNA replication and cell cycle progression. The complex recruits histone deacetylases (HDACs) and other chromatin-modifying enzymes to E2F-responsive promoters;  leading to chromatin compaction and transcriptional silencing of target genes involved in DNA replication;  cell cycle control;  and apoptosis.,Retinoblastoma-associated protein (RB1); Transcription factor E2F1; Transcription factor Dp-1 (TFDP1),RB1; E2F1; TFDP1,0.955
zero-shot,PETISCO;  pid-1 variant,Caenorhabditis elegans,None directly comparable. While related complexes exist in other organisms;  the specific pid-1 variant of PETISCO appears to be unique to C. elegans.,The PETISCO complex with pid-1 variant functions in the biogenesis of piRNAs (Piwi-interacting RNAs) in C. elegans. This variant of PETISCO specifically mediates the selection of piRNA precursors from non-coding RNA transcripts;  ensuring proper targeting of these transcripts for processing into mature piRNAs. It acts as a molecular scaffold that facilitates the handover of piRNA precursors to the Piwi protein PRG-1;  which is essential for silencing transposable elements and maintaining genome integrity in the germline.,PID-1 (piRNA-induced silencing defective 1); TOFU-6/PETISCO-1 (Twenty-One-U Fouled Up 6); TOST-1/PETISCO-2 (Twenty-One-u pathway Suppressor Target 1); PETISCO-3/ERH-2 (Enhancer of Rudimentary Homolog 2); IFE-3 (Initiation Factor 4E family 3); PID-3 (piRNA-induced silencing defective 3),pid-1 (T05E12.10); tofu-6/petisco-1 (F45G2.1); tost-1/petisco-2 (C41D11.5); erh-2/petisco-3 (F58G11.2); ife-3 (B0348.6); pid-3 (K02E10.3),0.9125
few-shot,PETISCO;  pid-1 variant,C. elegans,N/A (The specific pid-1 variant of PETISCO is unique to C. elegans),The PETISCO complex with pid-1 variant functions in the biogenesis and stability of 22G-RNAs;  which are crucial components of the piRNA pathway. It mediates the binding and processing of piRNA precursors;  initiating downstream 22G-RNA synthesis by RNA-dependent RNA polymerases. This pid-1 variant of PETISCO specifically functions in the germline to maintain transgenerational genome integrity by silencing foreign genetic elements.,TOFU-6/PID-3;  ERH-2;  PID-1;  TOST-1;  PETISCO-1,tofu-6/pid-3;  erh-2;  pid-1;  tost-1;  petisco-1,0.8825
contextual,PETISCO;  pid-1 variant,C. elegans,N/A (The pid-1 variant of PETISCO is specific to C. elegans),The PETISCO complex with pid-1 variant is specialized for small RNA biogenesis in the germline. It functions in the piRNA pathway by identifying and loading 21U-RNA precursors prior to their processing into mature piRNAs. This complex helps distinguish self from non-self RNAs and contributes to germline development and fertility by silencing transposable elements through the piRNA pathway.,TOFU-6/PID-3 (Tudor domain-containing protein); ERH-2 (Enhancer of rudimentary homolog); PID-1 (piRNA biogenesis protein); ERH-1 (Enhancer of rudimentary homolog); PETISCO-1/TOST-1 (PETISCO complex subunit); PETISCO-2/TOTS-1 (PETISCO complex subunit),tofu-6/pid-3; erh-2; pid-1; erh-1; petisco-1/tost-1; petisco-2/tots-1,0.87
zero-shot,PETISCO tost-1 variant (Protein complex for Export of Telomerase RNA and Import of Small ncRNA from the Cytoplasm to the Nucleus),Caenorhabditis elegans,Not definitively identified in other model organisms (Human;  Mouse;  Drosophila melanogaster;  or Saccharomyces cerevisiae),The PETISCO tost-1 variant is a protein complex in C. elegans that functions in small RNA pathways;  specifically in the transport and processing of small non-coding RNAs. Unlike the canonical PETISCO complex;  the tost-1 variant incorporates the TOST-1 protein instead of TOFU-6. This variant is involved in 22G-RNA biogenesis;  contributing to RNA interference pathways;  germline development;  and transgenerational inheritance of RNA-mediated silencing in C. elegans.,PID-1 (Partner of DIcers); ERH-2 (Enhancer of Rudimentary Homolog 2); TOST-1 (Twenty-twO G SynThesis 1); PETISCO-1/PSTS-1; PETISCO-2/PSTS-2,pid-1 (T23D8.3); erh-2 (F59C6.4); tost-1 (Y48G1C.8); psts-1/petisco-1 (C29E6.4); psts-2/petisco-2 (F20A1.9),0.825
few-shot,PETISCO;  tost-1 variant,Caenorhabditis elegans,N/A (This specific variant with TOST-1 is C. elegans-specific),The PETISCO complex with TOST-1 variant is crucial for small RNA biogenesis in C. elegans;  particularly in the piRNA pathway. This variant of the complex is involved in the processing and stabilization of piRNA precursors;  contributing to germline development and genome surveillance. The complex participates in the loading of 21U-RNAs onto the Argonaute protein PRG-1;  which is essential for transgenerational gene silencing and protection against transposon activity.,PETISCO core components (PID-1;  ERH-2;  TOST-1;  IFE-3;  TOFU-6;  PETISCO/SEKU-2);  PETISCO-associated proteins (TOFU-4;  TOFU-5),pid-1;  erh-2;  tost-1;  ife-3;  tofu-6;  seku-2;  tofu-4;  tofu-5,0.9125
contextual,PETISCO;  tost-1 variant,Caenorhabditis elegans,N/A (The specific tost-1 variant configuration is only characterized in C. elegans),PETISCO (protein linking tRNAs and small non-coding RNAs) is a multiprotein complex involved in the processing and transport of certain small non-coding RNAs;  particularly piRNAs (Piwi-interacting RNAs). The tost-1 variant specifically functions in the biogenesis pathway of 22G-RNAs;  which are small RNAs that mediate gene silencing in the germline. This variant helps maintain germline integrity by protecting against transposable element activity and regulating gene expression during gametogenesis.,TOST-1 (Target of Small Transcripts-1);  PETC-1 (PETISCO complex-1);  PETC-2 (PETISCO complex-2);  PETC-3 (PETISCO complex-3);  TOFU-6 (Twenty-One-U Fouled Up-6);  PUP-3 (PolyUridylation Polymerase-3),tost-1;  petc-1;  petc-2;  petc-3;  tofu-6;  pup-3,0.8825
zero-shot,Ndc80 Complex (also known as HEC1 complex in humans),Saccharomyces cerevisiae (Budding yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The Ndc80 complex is a crucial component of the kinetochore;  serving as the primary microtubule-binding interface during mitosis. It establishes and maintains the connection between kinetochores and spindle microtubules;  facilitating chromosome alignment and segregation during mitosis. The complex also plays a key role in spindle assembly checkpoint signaling;  ensuring proper chromosome segregation by delaying anaphase onset until all chromosomes are properly attached to the spindle.,Ndc80 (also known as HEC1 in humans); Nuf2; Spc24; Spc25,NDC80; NUF2; SPC24; SPC25,0.9475
few-shot,Ndc80 complex,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The Ndc80 complex is a critical component of the kinetochore and serves as the primary microtubule-binding element at the kinetochore. It functions to establish and maintain the end-on attachment of spindle microtubules to kinetochores during mitosis and meiosis;  which is essential for proper chromosome segregation. The complex also plays a role in the spindle assembly checkpoint (SAC) signaling;  which prevents anaphase onset until all chromosomes are properly attached to the spindle.,Ndc80 (also called Hec1 or TID3);  Nuf2;  Spc24;  Spc25,NDC80;  NUF2;  SPC24;  SPC25,0.9475
contextual,Ndc80 complex,Saccharomyces cerevisiae (budding yeast),Human;  Drosophila melanogaster;  C. elegans,The Ndc80 complex is a crucial component of the kinetochore and serves as the primary microtubule-binding element at kinetochores. It forms a dumbbell-shaped heterotetramer that bridges between the inner kinetochore and the microtubules. This complex is essential for establishing and maintaining proper kinetochore-microtubule attachments during mitosis;  ensuring accurate chromosome segregation. It also participates in the spindle assembly checkpoint signaling;  which prevents anaphase onset until all chromosomes are properly attached to the mitotic spindle.,Ndc80 (also known as Hec1 in humans);  Nuf2;  Spc24;  Spc25,NDC80;  NUF2;  SPC24;  SPC25,0.9625
zero-shot,Kinetochore Mis12 complex (also known as MIND complex in yeast),Homo sapiens (Human),Mus musculus (Mouse); Caenorhabditis elegans; Drosophila melanogaster; Saccharomyces cerevisiae (as MIND complex),The Mis12 complex serves as a critical linker in the kinetochore assembly;  connecting the inner kinetochore to the outer kinetochore components. It is essential for proper chromosome segregation during mitosis by establishing connections between centromeric DNA and spindle microtubules. The complex specifically provides a structural platform that bridges the chromatin-proximal components with the microtubule-binding modules of the KMN (KNL1;  Mis12;  Ndc80) network.,MIS12 (Protein Mis12 homolog); PMF1 (Polyamine-modulated factor 1); DSN1 (Kinetochore protein DSN1 homolog); NSL1 (Kinetochore protein NSL1 homolog),MIS12; PMF1; DSN1; NSL1,0.925
few-shot,Kinetochore Mis12 complex (also known as MIS12 complex or MIND complex),Human,Saccharomyces cerevisiae;  Drosophila melanogaster;  C. elegans,The Mis12 complex serves as a central hub in the kinetochore assembly pathway;  connecting the inner kinetochore (chromatin-proximal) components to the outer kinetochore microtubule-binding components. It plays a crucial role in chromosome segregation during mitosis by helping to establish stable attachments between chromosomes and the mitotic spindle. The complex is essential for proper kinetochore assembly;  ensuring accurate chromosome alignment and segregation during cell division.,Mis12 protein homolog (MIS12); Protein DSN1 homolog; PMF1-binding factor (PMF1); Protein NSL1 homolog,MIS12; DSN1; PMF1; NSL1,0.9475
